,SS,LA_MMS,LA_rsFC,LA_MMS_o,LA_rsFC_o,Subject_left,Subject_right
370,-0.5738613235619284,-0.45500649496538176,0.20768560043851614,-0.18721500766997567,-0.4605642106973282,14,5
371,0.3468778913209258,-0.1020728660002505,-0.005998932841917445,-0.13362736051282087,-0.4837771656075154,15,5
372,-1.6164489095653474,-0.15941108814817634,1.3265315151686141,-0.1423333045343388,-0.33902186333430073,16,5
373,0.8990417577903791,-0.03575219758170498,-0.3886565984778101,-0.12355756753542568,-0.5253459913998162,17,5
374,0.2591017111652385,-0.14402632807073643,0.9105677655824587,-0.13999736081300873,-0.38420879200519276,18,5
375,0.5636208532198431,-2.9039141364000405,-1.197708711845642,-0.5590446884925586,-0.6132348523261806,19,5
376,0.14815191852650922,0.2675862640856246,-0.36489079189402246,-0.07750019833349864,-0.5227642668914275,20,5
377,0.14815191852650922,0.30138143751441515,-0.2003272465121417,-0.07236891108658172,-0.5048874177804211,21,5
378,0.3468778913209258,0.5925095904420614,-1.4614846901119045,-0.028165493060519298,-0.6418893356239941,22,5
379,0.5390223402032045,0.49923361457053006,-1.1438281557370267,-0.04232804282348546,-0.6073817056323875,23,5
380,-0.6418838666593348,0.4314500162105008,-0.029150234850431226,-0.05261995964254951,-0.4862921353219143,24,5
381,-1.762674876997245,-0.2137047867165281,-0.24377541119257992,-0.15057698358036475,-0.5096072740665745,7,6
382,-0.8385479981568398,-0.14581459900548782,-0.31684454862467665,-0.14026888277637006,-0.5175449126335715,8,6
383,-0.07594425513510514,0.2640939304893013,-2.0224407616703384,-0.07803045650431562,-0.7028270543993285,9,6
384,-1.0386012026935172,-0.505282352667397,0.7228637972250028,-0.19484863819410203,-0.4045994290206786,10,6
385,-1.6547822194834976,-0.22197303679570116,0.7602424448622035,-0.1518323926190246,-0.40053891584789125,11,6
386,-2.227669836993935,-1.0965867036411305,-0.33045456834945613,-0.28462928339751337,-0.5190233948117058,12,6
387,-4.588919753524939,-0.5250543891283873,-0.2511553981930177,-0.19785072364726985,-0.5104089760093824,13,6
388,-0.7747887072747708,-0.980380870373892,0.9738119989717883,-0.26698518071172717,-0.3773384513424496,14,6
389,-1.3764816758822034,-0.4784321094578713,0.29758769886552544,-0.19077183382888807,-0.45079797574770464,15,6
390,-1.930011377959369,-0.7143776323677117,1.4739667132643737,-0.22659660197885678,-0.32300569897728615,16,6
391,-1.3515508795649185,-0.3551579202676155,0.001028850872952529,-0.17205450793029986,-0.4830137241736062,17,6
392,-0.8527536246708386,-0.6250943496586487,0.5599770440364739,-0.21304028243833928,-0.4222941250250446,18,6
393,-1.391148612860007,-3.136652252751776,-0.7374670464893217,-0.5943824603440186,-0.5632379299392669,19,6
394,-0.6606311714233969,-0.17178825862643127,0.23495313686611088,-0.1442125911479083,-0.45760208665452273,20,6
395,-0.9617508061358507,0.11664168457185418,0.8263939230085794,-0.10041885556371732,-0.39335275568982864,21,6
396,-1.3764816758822007,0.1309357165236891,-0.9842048874639463,-0.09824852245339843,-0.590041528165369,22,6
397,-2.755494019766505,0.455024992783084,-0.8675749709049815,-0.04904045510507005,-0.5773717997919583,23,6
398,-1.3040229204893865,-0.12347267669959026,0.1810945994523048,-0.13687659892727477,-0.4634528414158632,24,6
399,0.16812787767266202,0.5512082571757057,0.017899576221754306,-0.034436477439897306,-0.4811810253778074,8,7
400,-0.925099283662867,0.21561088506148793,-1.9704889434190576,-0.08539187553119632,-0.6971834301460628,9,7
401,0.7640560613212308,0.5797697316814584,-1.0827216276358989,-0.030099848418202235,-0.6007435879373271,10,7
402,-0.15813408804266138,0.6557008713763232,1.1592387974234788,-0.01857085036227868,-0.35719518759976865,11,7
403,0.801547684726297,0.337525596791558,1.2302002971517059,-0.06688096577568903,-0.3494865057019131,12,7
404,-0.19997571946042272,0.6176262730272389,-1.0375719221165942,-0.02435190372339857,-0.5958388900523734,13,7
405,0.3630163687018972,0.5181975804317926,1.1440563543884918,-0.0394486507002314,-0.35884448509541433,14,7
