,OS,RA_MMS,RA_rsFC,Subject_left,Subject_right
0,0.15637395822284994,0.6932424723791726,-0.3578050843280781,1,2
1,-2.956611582301383,0.06442178537485384,1.2094804986584735,1,3
2,0.05752370655732897,0.43996992968240256,-2.8396649859596548,1,4
3,0.24036167094711997,0.5405875156698386,0.6116617875004301,1,5
4,0.9346203433539076,0.10647675353507706,-0.7400004665887125,1,6
5,-1.7260960033980117,0.17206668945912326,-1.7419598475018254,1,7
6,-0.03247083739171961,0.5431543905022598,-1.1709744634654324,1,8
7,0.17628757178661142,0.43113436507224845,0.3437399332371427,1,9
8,-1.449543937872027,0.16832099663259606,0.6337276561417098,1,10
9,1.071196120660834,0.47929488319539576,0.3575627736776738,1,11
10,0.9346203433539076,0.6770492030665025,-0.5202897985494193,1,12
11,0.9187052176598182,-3.1987791322842525,-1.2131774506683588,1,13
12,0.46109658579461177,0.4550668136026449,-0.3302147733145148,1,14
13,0.6785723524309217,0.613276277982247,0.5458678225680068,1,15
14,-0.29246720459429715,0.5516606693256493,-1.106487853377273,1,16
15,0.1563739582228504,0.5640406422759963,-0.8944881274775492,1,17
16,0.2241743605893841,0.5602439720050316,1.287394866694997,1,18
17,0.22417436058938361,0.6132852245865986,-0.4972062760503877,1,19
18,0.6684153503646119,0.6019218926386936,1.3387698791058387,1,20
19,0.5901117995061246,0.33451884025038403,-0.5217104673672155,1,21
20,0.6985643488356965,-0.6550019215796223,0.9846432399200691,1,22
21,0.8990832343630304,0.34003820694785486,-1.0238083687187107,1,23
22,0.958865013590804,0.6069269782086897,-1.8926598229395402,1,24
23,-0.7553983968610278,0.0221714210169019,0.0005561551513463506,2,3
24,-1.1222672611010867,0.44035214057803945,-0.7762240284485651,2,4
25,0.1563739582228504,0.433477328500557,0.38527377097872567,2,5
26,0.7376686214524427,-0.005044055379695721,1.1505314812851721,2,6
27,0.18863373735750422,0.08628996930495543,0.28778946751535145,2,7
28,1.0474330359660733,0.5347649413360008,0.6937008101815902,2,8
29,0.5793050395663037,0.5703444924275595,0.8170544498264631,2,9
30,-0.7553983968610274,0.3090361015605627,-1.3320201619566083,2,10
31,0.2790327507999796,0.510570909112532,0.8180876683768389,2,11
32,1.0218440217411986,0.698684709376885,1.3185024989808474,2,12
33,0.9741262488421082,-3.0990796649932073,0.6571708818088248,2,13
34,-0.04468024664564128,0.43167259603161967,1.3349998389449094,2,14
35,0.6936875275429477,0.6010281403480985,0.6660075472741069,2,15
36,0.9346203433539086,0.6518575435965733,0.9255688579948733,2,16
37,1.0218440217411995,0.49560612955068883,0.7573013266043652,2,17
38,0.6936875275429468,0.6142755788365453,-0.34494632014464577,2,18
39,0.6936875275429468,0.49534045159916995,1.2925682855216305,2,19
40,0.5731822356273757,0.6271048515116908,-0.40927726893235167,2,20
41,0.9286292205925758,0.28379193482657883,1.0382048099261134,2,21
42,-0.5541848113409096,-0.7028437794413641,0.16307779803740705,2,22
43,0.5631401276033584,0.33773754802427913,1.016097160686289,2,23
44,0.5382837368824095,0.65833280775692,0.1589294522011388,2,24
45,-2.956611582301383,-0.08399549638768608,-2.4702352158096925,3,4
46,-1.449543937872027,-0.023668148753588306,0.7636181796643016,3,5
47,-1.8560049895812054,-0.26013398810546007,-0.34969305054507294,3,6
48,0.5238120584916728,-0.38600190669155077,-1.3842141562757184,3,7
49,-0.8889318324318777,0.08776775996745607,-0.8208876852264515,3,8
50,-1.345488501116496,0.12531288479857577,0.6362744026023502,3,9
51,-2.956611582301383,-0.29220189030122085,0.2937858347887738,3,10
52,-2.956611582301383,-0.005394803738971672,0.6711434961257904,3,11
53,-1.8560049895812054,0.22163344421348408,-0.13653561525146374,3,12
54,-1.7387170096352866,-2.461916028464861,-0.8694116599869075,3,13
55,-1.3454885011164956,0.16342660317486238,0.05449530104990465,3,14
56,-1.6713799767465785,0.1625635336893702,0.9794513000348553,3,15
57,0.05752370655732897,0.06461367937568975,-0.7441721577015327,3,16
58,-0.7553983968610278,0.08714605833310055,-0.48802341733259663,3,17
59,-1.6713799767465785,0.07336582866638042,1.180323010717468,3,18
60,-1.671379976746579,0.08259174365312559,-0.1486607117943374,3,19
61,-1.8173755262693847,0.19073212902215608,1.0703715743745719,3,20
62,-1.2846701461220675,0.048126599545681714,-0.18081765846497586,3,21
63,-2.956611582301383,-1.288452681257165,1.1700800218061702,3,22
64,-2.0478155986183064,0.10997119160764286,-0.6616594505237662,3,23
65,-1.7260960033980117,0.09785188492936522,-1.528674766092271,3,24
66,0.5598795880337806,0.38093985108363454,-2.0005400838782346,4,5
67,-0.021660668380909246,0.11251010465839222,-0.4100482814758137,4,6
68,-1.7964703687036976,0.0009288959172269768,0.522422773477092,4,7
69,-1.233545124076795,0.527727365896922,-0.06598708292840251,4,8
70,0.5341550935992044,0.4870504833375598,-1.4907132648186836,4,9
71,-2.956611582301383,0.32117892902543693,-3.7973695543800408,4,10
72,0.08135123378394511,0.4767994891297162,-1.6558809510096621,4,11
73,-0.7553983968610278,0.4034931217705357,-0.6925456508418898,4,12
74,0.08812484936385752,-2.7690426061829196,-0.052687835838713684,4,13
75,-0.8084474740548669,0.38613758272524157,-0.8224510164174222,4,14
76,-1.2429694415616437,0.6414266281183741,-1.7806830512209724,4,15
77,-1.449543937872027,0.33837785631449596,-0.025088122293121948,4,16
78,-0.38852953262096857,0.534691480268008,-0.43949170896660017,4,17
79,-0.8145589063767088,0.6550854551224561,-2.841147418170986,4,18
80,-0.8145589063767088,0.37988891072201614,-0.64182349493192,4,19
81,-0.6781394702373867,0.5045298172372269,-2.908634834963865,4,20
82,-0.17004252200252407,0.5219672842583438,-0.7980239111895342,4,21
83,-0.5443185407869603,-0.060541746651792044,-2.2794656308525902,4,22
84,-0.8360876203742056,0.5457135156274558,-0.09529841950463049,4,23
85,0.32476329477427274,0.6029258660812583,0.7712787155872975,4,24
86,0.15637395822284994,0.2505395900994342,-0.02633207303841248,5,6
87,-0.4955804244946407,0.2954535795164546,-0.8974890286585054,5,7
88,-0.3979884305054279,0.48678504137566253,-0.2972833301549555,5,8
89,0.7459055998026097,0.10123932227398547,0.8388139481383496,5,9
90,-2.956611582301383,-0.19950218949517823,-0.17230449732204786,5,10
