,OS,RH_MMS,RH_rsFC,RH_MMS_o,RH_rsFC_o,Subject_left,Subject_right
44,0.8766331170906254,0.8242945184197917,-0.744584886593672,-0.07853140476179099,-0.5742522869596705,2,24
45,0.5982188649020759,-1.8036684533961915,-1.027515122254018,-0.4101069017959491,-0.607853312772435,3,4
46,-0.040908192008745195,-2.5136789234309296,-0.10002116465788374,-0.4996903841456043,-0.49770337302621526,3,5
47,-1.8129536210327202,-2.7970754472719324,0.5928059803112056,-0.5354471068460765,-0.41542265556398783,3,6
48,1.0237198918317458,-0.9142232966370609,1.2824881067177891,-0.29788377570934443,-0.33351544307429803,3,7
49,-1.8129536210327202,-1.2102491436158007,0.5509694534352529,-0.3352339661038103,-0.4203911956572527,3,8
50,-2.049343080438093,-0.2305737481619191,0.9994810458558142,-0.21162630508897995,-0.3671255927107394,3,9
51,1.0097116275706868,-2.1049795750751543,0.5566550022986406,-0.44812394617750806,-0.4197159752317208,3,10
52,-1.3646891646788295,-1.1068210389074853,0.622973410864851,-0.3221842292567715,-0.4118399468783219,3,11
53,-1.8129536210327202,-1.506852350247208,0.8305578561573864,-0.3726570031539763,-0.3871870486529928,3,12
54,-2.0651023777317845,-1.072970297890898,0.48479194339314663,-0.3179132115910266,-0.4282504907868787,3,13
55,0.5982188649020759,-1.200328234784355,0.4100532886256929,-0.33398222461730676,-0.4371265144546612,3,14
56,-0.7885992969427742,-1.0848880156219405,1.25641146226988,-0.31941689456622946,-0.3366123266617289,3,15
57,-0.040908192008745195,-2.1855387394488126,1.0310104792893708,-0.4582882617536115,-0.36338113145091633,3,16
58,-1.8129536210327202,-0.3140680134730456,-0.0553823922897698,-0.222160948391396,-0.4924020359701371,3,17
59,-0.7885992969427742,-1.002390478195962,-0.28812457682667425,-0.30900801047255044,-0.5200426878505957,3,18
60,-0.7885992969427742,-2.362206835828317,0.23598534665047158,-0.48057883909254306,-0.45779896537823694,3,19
61,-1.3646891646788295,-0.8051148420823371,0.41384218620410707,-0.28411733743087364,-0.43667654188443705,3,20
62,-2.049343080438093,-2.6600398444135354,-1.1324702845679169,-0.518157042786403,-0.620317873549622,3,21
63,-0.7885992969427742,-2.2475549883453096,0.5692296544390048,-0.4661129795188852,-0.4182225992757408,3,22
64,-2.002065188557018,-1.1948482057929308,1.4862348780727352,-0.33329079808044904,-0.3093183101394369,3,23
65,-1.3646891646788295,-1.6596942590128045,-0.8457522185321598,-0.39194138136254064,-0.5862670019085333,3,24
66,0.6857705165336954,0.050827575215257104,-0.8334931321465411,-0.1761213209375554,-0.5848111027992611,4,5
67,-1.08627491249028,-1.4553641117852885,-0.35780008820810727,-0.36616062613401135,-0.5283174084755615,4,6
68,0.8993965465148465,0.4202640127149906,-0.9409179233532187,-0.12950876524318988,-0.5975689587203217,4,7
69,-1.08627491249028,-0.1575494708905699,-0.5857424313679787,-0.20241268172689886,-0.5553880272747892,4,8
70,-1.3226643718956523,0.23241143391737853,-0.755195205287903,-0.15321051174874456,-0.5755123770716177,4,9
71,0.28303291902824645,-1.7482323256075056,-1.4782889635041845,-0.40311241145407006,-0.661387582237184,4,10
72,-0.6380104561363888,-0.4356335452929859,-0.8201657540296039,-0.23749912174760757,-0.5832283324916674,4,11
73,-1.08627491249028,-0.05863898962988482,-0.6916024256213428,-0.18993294272843175,-0.5679600466319445,4,12
74,-1.3384236691893436,0.2245746124783793,-0.1426876899171549,-0.1541992996394691,-0.5027704844052154,4,13
75,1.3248975734445163,-0.44782507429316554,0.0708573346614415,-0.23903735205419652,-0.47740970291678253,4,14
76,-0.061920588400333834,0.047294464504181524,-1.5666349690831889,-0.17656710078782933,-0.6718796259983832,4,15
77,0.6857705165336954,-0.019393120502926516,-0.6414115901049906,-0.18498121064473483,-0.561999342022863,4,16
78,-1.08627491249028,0.07847296884362781,-1.224456835204975,-0.17263324472364372,-0.6312422714145907,4,17
79,-0.061920588400333834,0.08172512707517272,-0.33524362334941077,-0.17222291322596928,-0.5256385842905364,4,18
80,-0.061920588400333834,-0.09936266068234886,0.22877140352724415,-0.19507113212268545,-0.45865569915407267,4,19
81,-0.6380104561363888,-0.773800104129124,-1.3393241357535568,-0.2801662924912427,-0.644884005822252,4,20
82,-1.3226643718956523,-1.3891148261544266,-0.24021166326190782,-0.35780181741151573,-0.514352511112514,4,21
83,-0.061920588400333834,0.12230997380249736,0.11458928216982464,-0.167102239582547,-0.4722160611215108,4,22
