,SO,RH_MMS,RH_rsFC,RH_MMS_o,RH_rsFC_o,Subject_left,Subject_right
390,0.48108043846456683,0.4503830500209325,0.29410681463347677,-0.4265832214508394,-0.1853723820777854,16,6
391,-0.4501518304978213,-0.17658866890480937,0.319028200615978,-0.632482981670244,-0.1816797404033894,17,6
392,-1.227942418778907,-0.5108555894603365,1.053379380353633,-0.7422574367438921,-0.07286974998611628,18,6
393,0.48108043846456683,0.4720021516039487,-0.6769956753765557,-0.4194834309854433,-0.3292621933121467,19,6
394,-1.227942418778907,-0.6852389196608173,0.5518830983205937,-0.7995255475544738,-0.14717725727684783,20,6
395,-1.6353565364499512,-0.2449392428810677,0.4618998512403733,-0.6549295552041885,-0.16051021911128205,21,6
396,-1.9334214104170795,-0.9685919128098457,-0.26958636878389375,-0.8925796863389148,-0.2688957038593861,22,6
397,0.8567480015118939,-2.6221408067894907,0.8639405369810703,-1.4356110711752619,-0.10093920680838453,23,6
398,-1.6353565364499512,-1.0210769135724798,-1.9704088472255228,-0.9098159487506514,-0.5209092944780201,24,6
399,1.3276552284303742,1.044981718152361,-0.055252223296459374,-0.23131488717125326,-0.23713747025116372,8,7
400,0.14245052247824389,1.0542965515431098,0.4564356045658655,-0.22825586249159935,-0.16131986529242281,9,7
401,-0.13974107417702547,-0.6044870054216116,0.6333060127856167,-0.7730063294187677,-0.13511269363598777,10,7
402,0.3964229594679861,1.0104090691970948,0.9417559823353835,-0.24266866903279538,-0.08940916764327622,11,7
403,-0.13974107417702547,0.87830073586912,0.7478445667550057,-0.28605351931252043,-0.11814133265271831,12,7
404,0.8602753964700849,1.2249613090855236,-2.3661312114225366,-0.17220894427319122,-0.5795441109585496,13,7
405,-0.06919317501320797,0.22501813488652248,0.5949671057936798,-0.5005938675251919,-0.1407934308874642,14,7
406,0.5498646401492885,1.0186633816014221,0.8520043860382213,-0.23995792324710175,-0.10270780541017954,15,7
407,0.3964229594679861,1.0618576981218917,0.044207258985480634,-0.22577275484804815,-0.22240039947002732,16,7
408,1.3276552284303742,0.8839610939330208,0.050123615520686726,-0.2841946374316757,-0.22152376344674085,17,7
409,0.5498646401492885,0.9420811823124844,0.7536581494778983,-0.2651077920445084,-0.11727992478980187,18,7
410,0.3964229594679861,1.1343494470930984,-0.8751144123287353,-0.20196620459944825,-0.3586177638675725,19,7
411,0.5498646401492885,0.44688176759324655,0.7035342976024582,-0.4277330551523597,-0.12470685619909283,20,7
412,0.14245052247824389,0.2717841134024755,0.7019005973531863,-0.48523575252223905,-0.12494892418151438,21,7
413,-0.15561435148888436,-1.622450877564282,-0.06019337894426071,-1.1073093144805504,-0.23786960919710998,22,7
414,-0.9210590574163017,-1.4102851404815424,0.9129860526906425,-1.0376333257980634,-0.09367205419582214,23,7
415,0.14245052247824389,0.2531984069733768,-1.5403981016897006,-0.49133936514421905,-0.45719391361924266,24,7
416,0.14245052247824389,0.6254246150102781,-0.2488780348470222,-0.3690989439757907,-0.265827316854093,9,8
417,-0.13974107417702547,-0.8243326015627864,-0.15127636781444953,-0.8452044113487139,-0.25136552153387837,10,8
418,0.3964229594679861,1.3147874747794996,-0.18303822682897297,-0.14270970942810446,-0.25607172705293224,11,8
419,-0.13974107417702547,1.377766018350267,-0.00727544617551678,-0.12202732993831422,-0.2300286743469393,12,8
420,0.8602753964700849,0.9835296778598936,-1.7197433506921957,-0.25149595751186116,-0.48376778639809004,13,8
421,-0.06919317501320797,0.4484566053931108,-0.08797175434876756,-0.427215872773014,-0.2419855755698359,14,8
422,0.5498646401492885,1.1343289939931291,0.14762599411531854,-0.20197292147080348,-0.2070766798533934,15,8
423,0.3964229594679861,1.4046354647151373,0.12448496627584993,-0.11320330742381512,-0.2105055230103663,16,8
424,1.3276552284303742,0.5087571929420046,0.010463479113886152,-0.4074129436414099,-0.22740026937666036,17,8
425,0.5498646401492885,0.4361366462824615,0.16836086252783744,-0.43126179151260546,-0.20400436119234677,18,8
426,0.3964229594679861,1.2508299502771592,-0.9996502842216942,-0.16371358976551775,-0.37707044345899166,19,8
427,0.5498646401492885,-0.04454657360009004,-0.2643604182297009,-0.5891198841948225,-0.26812136639604056,20,8
428,0.14245052247824389,-0.05868893113203126,-0.7958766892772907,-0.5937642851093535,-0.3468769835382015,21,8
429,-0.15561435148888436,-1.1108234279684173,0.2470777994644931,-0.9392890258239085,-0.19234074657568,22,8
430,-0.9210590574163017,-1.9045683088754988,0.3509610817863694,-1.1999576903279046,-0.17694819425759645,23,8
431,0.14245052247824389,-0.28999683655810543,-1.1403528168459747,-0.6697266305013986,-0.39791856306302553,24,8
432,1.0454636317751052,-0.8402632585437564,0.11695690116747737,-0.8504360962134467,-0.21162096847420453,10,9
433,-0.788781746484144,0.6354698331543387,0.3726157521745997,-0.3658000583246842,-0.1737395870646805,11,9
434,1.0454636317751052,0.804282941482057,0.6983757964056819,-0.3103612283466348,-0.12547119958312503,12,9
435,0.6098303544385334,0.9813177287776388,-1.6126067399315795,-0.252222369520419,-0.467893183194802,13,9
436,1.1160115309389225,0.5375994432850959,0.41850989774290254,-0.39794104522786455,-0.166939378013093,14,9
437,0.9202411107593295,0.8959998985097725,0.21721752739459582,-0.2802410508489689,-0.19676519091162215,15,9
438,-0.788781746484144,0.6055635183979531,0.37253378811053156,-0.37562139930627825,-0.17375173181132475,16,9
439,0.14245052247824389,0.6222118563339595,-0.3729590035080795,-0.37015402544299025,-0.2842125927050815,17,9
440,0.9202411107593295,0.60314406645671,0.38408229601547,-0.37641595599763567,-0.1720405708992948,18,9
441,-0.788781746484144,0.6549659985063738,-0.7354247794721788,-0.35939744772837223,-0.33791972724435315,19,9
442,0.9202411107593295,0.2692556113626311,0.0333065395304429,-0.4860661216569271,-0.2240155765299563,20,9
443,1.3276552284303742,0.8331527727784431,-0.2618830004230296,-0.3008802722491484,-0.2677542834318656,21,9
444,1.0295903544632463,-1.5549102154833296,0.09938349692487249,-1.085128718916598,-0.2142248479258857,22,9
445,-2.106263763368432,-1.6793275799863643,0.447968739903677,-1.1259878274617143,-0.1625744141897041,23,9
446,1.3276552284303742,0.005972289046274086,-1.8327857140878223,-0.5725293085891701,-0.5005174544277897,24,9
447,-1.0709733431394133,-1.05397677142178,1.0246009973299923,-0.9206203800159566,-0.07713388908935248,11,10
