,OS,LH_MMS,LH_rsFC,LH_MMS_o,LH_rsFC_o,Subject_left,Subject_right
0,2.807536753984859e-16,0.5647181734270991,1.1627506689144906,-0.07997656340274184,-0.3497304770153057,1,2
1,-1.6858695305433575,1.3160911773495225,0.022278556343784454,-0.022150769205607435,-0.47946130775147255,1,3
2,-1.4224524163959578,-0.1137011792241346,-1.7490399156447316,-0.13218783218797725,-0.6809520889257832,1,4
3,-1.159035302248558,0.7475695616574857,-0.9889726532763679,-0.06590428945987559,-0.5944930196723044,1,5
4,2.807536753984859e-16,-1.0108806151737533,-1.1093694273413124,-0.2012349141969021,-0.6081883773625447,1,6
5,-1.5805026848843975,0.21367686838496674,-2.051441157685799,-0.10699276195404839,-0.715350794438369,1,7
6,2.807536753984859e-16,1.0419981004743892,-0.3115179042367566,-0.04324501902760025,-0.5174312779511788,1,8
7,0.4741508054653196,0.15903559275175877,0.1328893739378035,-0.11119796382174951,-0.46687912086876693,1,9
8,-1.7912363762023176,-0.017785355337091458,0.5929045255947271,-0.12480613406549135,-0.4145515390560406,1,10
9,-0.4214673826358393,-1.4061564068711925,-0.6474926858329245,-0.23165540636588267,-0.5556490362307973,1,11
10,2.807536753984859e-16,0.5708357171996387,0.32930985416018,-0.07950575619335831,-0.4445359247555293,1,12
11,0.6322010739537594,0.42401051255372385,0.6633127957308231,-0.09080544891918774,-0.4065424669579397,1,13
12,-1.4224524163959578,-0.7492112390750084,0.6675175367645815,-0.18109679450004268,-0.4060641698200024,1,14
13,-0.7902513424421992,-0.07435744198569279,-0.6516279435727207,-0.12915993147738536,-0.5561194295144022,1,15
14,-1.159035302248558,-0.7217829466225713,0.693651785605049,-0.17898590844710538,-0.4030913502522382,1,16
15,2.807536753984859e-16,-0.1633416134148447,0.3909519536724163,-0.1360081684475759,-0.4375240209221086,1,17
16,-0.7902513424421992,1.2965430371993072,-0.0373626132136577,-0.023655197396881378,-0.4862456020691329,1,18
17,-0.7902513424421992,0.3810955520708577,0.6636792529330678,-0.09410819157816752,-0.4065007817674362,1,19
18,-0.4214673826358393,-1.085653849958382,0.32163092230903445,-0.2069894750655228,-0.44540941758120656,1,20
19,0.4741508054653196,-0.6235821876834778,0.4106222680351165,-0.17142836133432582,-0.43528648596181696,1,21
20,-0.7902513424421992,-0.035307771697054166,0.8845558289234744,-0.12615466220927374,-0.3813756591295786,1,22
21,0.31610053697687984,-0.867576216545268,-0.5518386056265786,-0.19020618330109462,-0.5447682061327235,1,23
22,-0.4214673826358393,-0.24149564229769568,-1.4184823937711164,-0.14202291580509907,-0.6433505540473106,1,24
23,-0.5268342282947988,0.28882713309304575,0.2421959620141575,-0.10120918479838281,-0.45444529252717103,2,3
24,-0.26341711414739954,0.8514725245850003,-1.631731830845881,-0.05790789975815125,-0.6676080754025414,2,4
25,2.807536753984859e-16,0.8971027400501278,-1.4246014431328515,-0.054396190613847484,-0.6440466073293362,2,5
26,1.1590353022485584,0.6512791384062631,1.0142180479959895,-0.07331481681315144,-0.36662633978194803,2,6
27,-0.4214673826358393,0.5186896744903058,-0.5371240301663892,-0.08351892451077658,-0.5430943957191768,2,7
28,1.1590353022485584,1.2299119608258953,-1.0170789091329482,-0.028783136369120887,-0.5976901587175885,2,8
29,1.6331861077138778,0.9607742252943481,-0.1864857497698644,-0.04949602227836347,-0.5032086370913682,2,9
