,SS,RH_MMS,RH_rsFC,RH_MMS_o,RH_rsFC_o,Subject_left,Subject_right
239,,-1.3296897861839307,-1.0903554907438002,-0.1413133757081158,-0.3905103791801994,15,24
240,-1.6321535629415551,0.41121255190685924,0.040961476060437124,-0.06407408553952157,-0.22288133232438279,16,17
241,1.3348865259655747,0.5534774512734774,0.4613223560652861,-0.05776216349624667,-0.16059578749627423,16,18
242,0.2874803818013009,0.5719948384243145,-1.047872085421551,-0.05694059538871212,-0.38421554497341226,16,19
243,0.606737914700089,0.984450074886926,0.3709308937447384,-0.03864103372253072,-0.17398923523665344,16,20
244,-0.40042399621734986,0.9600002478139973,-0.2505768510514968,-0.039725808696139495,-0.26607903317188475,16,21
245,,-2.1615003749484925,0.11127374609832776,-0.17821863915980093,-0.2124630506627767,16,22
246,-1.3358134514230107,1.039696649196564,0.7447669371643755,-0.0361898875033794,-0.11859734995820426,16,23
247,1.334886525965575,1.0035648283656706,-1.3343247924996535,-0.03779296203111979,-0.4266597013555199,16,24
248,0.2404422578520587,1.3047705146467456,0.23857248276033077,-0.024429252365126324,-0.19360099297360422,17,18
249,0.8807642268671674,0.6162559734424249,-0.9270195528806724,-0.054976844421151035,-0.36630863167292027,17,19
250,-0.742956583871984,1.1528366665183305,0.5957072887806784,-0.031170160413358135,-0.14068375678882505,17,20
251,-0.742956583871984,0.005255820901578235,0.26737730423381395,-0.08208532549017733,-0.18933293644291183,17,21
252,,-1.4449246777486873,-0.21935398073598833,-0.14642604689728653,-0.2614526904715926,17,22
253,1.005215404975894,0.17750595535219604,0.8452858754852205,-0.07444303687621558,-0.10370329787898924,17,23
254,-1.3158608475081364,0.4953882460855318,-1.3106582706276217,-0.06033942982360153,-0.4231529949061261,17,24
255,0.8807642268671672,0.5698706595564867,-1.023951454418575,-0.05703483965753313,-0.38067118676711265,18,19
256,0.4456895468960037,1.1893561500529553,0.7210465192936599,-0.029549886303880214,-0.12211204226404127,18,20
257,0.4456895468960037,-0.030318605276091332,0.32914945395423406,-0.08366366987285628,-0.1801800580863543,18,21
258,,-1.3907022658278838,-0.32116546517129724,-0.1440203400886065,-0.27653826117869207,18,22
259,0.016202042006850204,0.2890496774759053,0.8794257963782166,-0.06949413323521828,-0.09864473112276717,18,23
260,1.0185938105321561,0.4483784949910579,-1.8922388268448127,-0.06242512970813468,-0.5093267173633735,18,24
261,-0.14863351848799014,0.5499861888138565,-1.509888199346941,-0.057917061693734936,-0.45267321252534154,19,20
262,-0.14863351848799014,0.21314453535010094,-1.0591285494222638,-0.07286184615607808,-0.385883433272424,19,21
263,,-1.2151729279409993,-0.14669998382424487,-0.13623256178220547,-0.2506874313886459,19,22
264,1.159708182379883,-0.05582598759407869,-0.8872603093384085,-0.08479536581075763,-0.36041744088001204,19,23
265,0.8807642268671674,0.8068296344128425,-1.2570122690414534,-0.04652158878956388,-0.41520418093322375,19,24
266,0.7592099596387903,0.49512292569689964,0.9876548614933427,-0.06035120139632954,-0.08260825720812814,20,21
267,,-1.8561946439569965,-0.08443614946115216,-0.1646730212177581,-0.24146169933111572,20,22
268,-1.4075859071347891,0.8243167300564637,1.08288662468765,-0.045745732025476306,-0.06849761433519852,20,23
269,0.44568954689600404,0.8228732598532937,-1.8796921111061913,-0.045809775028597684,-0.5074676503979261,20,24
270,,-2.44090413484761,-0.536154157385964,-0.190615054290538,-0.3083934800237915,21,22
