,SO,LH_MMS,LH_rsFC,LH_MMS_o,LH_rsFC_o,Subject_left,Subject_right
140,-0.06439422409468612,-0.82606976177774,-1.374121224347352,-0.003060568697277956,-0.30429871110534534,8,9
141,0.6650174871933575,-2.2338441531221753,0.38363067534317064,-0.004903981420610286,-0.14728894794561587,8,10
142,-0.06439422409468612,-1.4785067545645367,0.6346597874596366,-0.0039149034977052225,-0.12486597605376759,8,11
143,-0.5419062783467911,-0.14509577097754078,0.6956475165005851,-0.0021688660731801813,-0.11941829660932779,8,12
144,-0.06439422409468612,-0.43381736328048737,-0.49961366348252223,-0.0025469330845027376,-0.22618403232903206,8,13
145,-2.021611228124105,-1.6973757385102026,-0.5344611890630239,-0.004201501884654815,-0.2292967592952555,8,14
146,0.9142142779200234,-1.4112800127571579,0.22426348071876953,-0.003826873319036076,-0.1615242933819162,8,15
147,1.4829216778912933,-0.7666042771000136,0.1774035784732612,-0.0029827015107969194,-0.16571001615345793,8,16
148,-0.7938059353827295,-1.3872436982299425,-0.9538127002358614,-0.0037953989234980443,-0.2667549929979267,8,17
149,-1.0430027261093961,-0.8129713821471511,0.17720546773922607,-0.0030434170003764338,-0.16572771223413674,8,18
150,-0.06439422409468612,0.5064816222289236,-0.33683117764849524,-0.0013156568769783492,-0.21164361877473437,8,19
151,-1.0430027261093961,-1.368108419586225,0.3369261998367122,-0.003770342198263363,-0.15146078734972035,8,20
152,-0.06439422409468612,-2.0772252287963027,-1.013806280666458,-0.004698896486836762,-0.2721138709238562,8,21
153,-1.0430027261093961,-0.5448295664147996,0.5286644070468876,-0.002692298214711926,-0.13433392746236017,8,22
154,1.5277807036599158,-3.291624433457949,0.46750974202197526,-0.006289093722162249,-0.13979651832820683,8,23
155,,-3.6083326833825797,-0.8409880551767357,-0.006703807912933842,-0.256677023062333,8,24
156,-0.06439422409468612,0.05196468141140166,-2.144248915140495,-0.0019108249073279727,-0.37308974262433847,9,10
157,-1.0119278317846758,0.8033318568852704,-1.745664262571833,-0.0009269458002218663,-0.33748649172759526,9,11
158,0.5204362153782415,0.7925160322426712,-1.1783998767325208,-0.0009411086013653492,-0.28681606043108454,9,12
159,0.8831393835953033,1.014132776310481,-1.1060268413053795,-0.0006509121549532683,-0.2803513977255191,9,13
160,-0.6636670960660465,0.6165719787265335,-2.6594803418259136,-0.0011714988605151608,-0.41911237203555973,9,14
