,OS,LA_MMS,LA_rsFC,Subject_left,Subject_right
0,-0.5032683648653691,-0.6459717833083726,0.2449548723406125,1,2
1,0.5707167024246453,0.6695262533401949,0.6091045140199968,1,3
2,1.0182104804621515,0.6415139827885348,-2.5010209312822727,1,4
3,1.4657042584996574,1.5249660477031046,0.7135333983115748,1,5
4,-0.5032683648653691,0.39503978459705813,0.7334682712272904,1,6
5,0.7497142136396477,1.0329295368680749,-0.8797073469721273,1,7
6,-0.5032683648653691,-0.20955714829051608,0.6748889952682751,1,8
7,-1.30875716533288,0.3481757151056234,0.7366653778621859,1,9
8,0.39171919120964294,-1.7105216908547025,0.5460153643307591,1,10
9,0.21272167999464053,0.19864281955044444,0.3577506896967888,1,11
10,-0.5032683648653691,-0.04531371389797587,0.1423491529933891,1,12
11,-1.5772534321553835,-0.06901031889082578,-0.6021369894519671,1,13
12,1.0182104804621515,-0.7762043698283774,1.1538421116916135,1,14
13,0.8392129692471489,0.8485120574786359,0.9281142246654646,1,15
14,1.4657042584996574,0.9836130090788097,0.03093173614979353,1,16
15,-0.5032683648653691,-0.347178921019574,-0.07518470421838273,1,17
16,0.8392129692471489,-1.0455760158266527,1.1625452737924866,1,18
17,0.8392129692471489,0.668872427909047,0.8690336521608153,1,19
18,0.21272167999464053,-1.1757466669080605,0.15883319207080637,1,20
19,-1.30875716533288,-0.41054291401541076,0.376005089376953,1,21
20,0.8392129692471489,1.0064435016656648,-0.4254465447988336,1,22
21,-1.0402608985103763,-2.222962663005134,0.3066934107967658,1,23
22,0.21272167999464053,0.7870486700926672,0.15104895884590716,1,24
23,-1.398255920940381,-2.1378855629676616,-0.31907958461118513,2,3
24,-0.9507621429028751,-0.5690041892600507,-1.7722826374297531,2,4
25,-0.5032683648653691,-0.6989746925422781,0.5652735529196692,2,5
26,1.4657042584996574,-0.7100421576899056,0.42273186523585904,2,6
27,-1.2192584097253787,0.18590112308993767,-0.3555773152827522,2,7
28,1.4657042584996574,1.6391529871750168,0.339610785277774,2,8
29,0.6602154580321465,-0.3411104044671223,-0.22438430183311717,2,9
30,-1.5772534321553835,0.8732718477565274,-1.0349645410625108,2,10
31,0.7497142136396477,1.402496994558423,0.1809942898338887,2,11
32,1.4657042584996574,1.6111458759938586,0.33886907445655606,2,12
