,OS,LA_MMS,LA_rsFC,Subject_left,Subject_right
0,0.15637395822284994,0.5066677594178878,0.2449548723406125,1,2
1,-2.956611582301383,-0.3108864797778055,0.6091045140199968,1,3
2,0.05752370655732897,0.962526019522925,-2.5010209312822727,1,4
3,0.24036167094711997,1.4074595683615656,0.7135333983115748,1,5
4,0.9346203433539076,0.8517873097585206,0.7334682712272904,1,6
5,-1.7260960033980117,1.2974185302650887,-0.8797073469721273,1,7
6,-0.03247083739171961,0.5468054839583869,0.6748889952682751,1,8
7,0.17628757178661142,0.05994903149998332,0.7366653778621859,1,9
8,-1.449543937872027,-1.4202056155760043,0.5460153643307591,1,10
9,1.071196120660834,0.7238368300620016,0.3577506896967888,1,11
10,0.9346203433539076,0.6747549657010276,0.1423491529933891,1,12
11,0.9187052176598182,0.7354563738514437,-0.6021369894519671,1,13
12,0.46109658579461177,-0.20302189781795357,1.1538421116916135,1,14
13,0.6785723524309217,1.1310014713545369,0.9281142246654646,1,15
14,-0.29246720459429715,1.1512304165341551,0.03093173614979353,1,16
15,0.1563739582228504,-0.19181024626084034,-0.07518470421838273,1,17
16,0.2241743605893841,-0.9168490965649752,1.1625452737924866,1,18
17,0.22417436058938361,-0.02187680819389788,0.8690336521608153,1,19
18,0.6684153503646119,-1.5860020482533153,0.15883319207080637,1,20
19,0.5901117995061246,0.2365268015855285,0.376005089376953,1,21
20,0.6985643488356965,1.0023574636673955,-0.4254465447988336,1,22
21,0.8990832343630304,-0.6107836091380262,0.3066934107967658,1,23
22,0.958865013590804,1.138312239383135,0.15104895884590716,1,24
23,-0.7553983968610278,-1.603380357261154,-0.31907958461118513,2,3
24,-1.1222672611010867,0.5017454037862603,-1.7722826374297531,2,4
25,0.1563739582228504,0.5136228067951562,0.5652735529196692,2,5
26,0.7376686214524427,0.37394045831341044,0.42273186523585904,2,6
27,0.18863373735750422,0.8948823056462881,-0.3555773152827522,2,7
28,1.0474330359660733,1.4256469571051518,0.339610785277774,2,8
29,0.5793050395663037,-0.11780827740836984,-0.22438430183311717,2,9
30,-0.7553983968610274,-0.12601035595062207,-1.0349645410625108,2,10
31,0.2790327507999796,1.4167376129318756,0.1809942898338887,2,11
32,1.0218440217411986,1.347120908581782,0.33886907445655606,2,12
33,0.9741262488421082,1.5955680128019551,-0.0054530271542576865,2,13
34,-0.04468024664564128,0.6924406021678419,0.5424936312119645,2,14
35,0.6936875275429477,0.8509237986254677,0.1855597904399519,2,15
36,0.9346203433539086,0.7155486146135394,0.6056430596244888,2,16
37,1.0218440217411995,0.3884548184786984,0.10599978576102333,2,17
38,0.6936875275429468,-0.09860540292456003,0.06329961559038458,2,18
39,0.6936875275429468,-0.2807015961987873,0.3174349462986978,2,19
40,0.5731822356273757,-0.7612955634461864,-1.2383228935163952,2,20
41,0.9286292205925758,1.0608834147236788,0.3291269249837512,2,21
42,-0.5541848113409096,0.880313737396045,-0.26623563614999257,2,22
43,0.5631401276033584,0.72984082901329,0.33227813655080146,2,23
44,0.5382837368824095,0.7071880386889522,0.5322383704653021,2,24
45,-2.956611582301383,-1.1542509759549762,-2.516622300804658,3,4
46,-1.449543937872027,-0.6859091770094577,0.4892018963573388,3,5
47,-1.8560049895812054,-1.2482669028481377,0.7237809508097384,3,6
48,0.5238120584916728,-0.9547751680425076,-0.7247822787997327,3,7
49,-0.8889318324318777,-1.5789079046010257,0.16849714729701337,3,8
50,-1.345488501116496,-0.7066424587535205,0.22833906135572232,3,9
51,-2.956611582301383,-2.770873449458396,0.06338572386182692,3,10
52,-2.956611582301383,-1.5752217525028391,0.9231581181675619,3,11
53,-1.8560049895812054,-1.437747299601555,0.657885647744943,3,12
54,-1.7387170096352866,-1.4783563521953815,-0.9162522455894057,3,13
55,-1.3454885011164956,-1.9628729482007572,1.1035112077897868,3,14
56,-1.6713799767465785,-1.1822114733910687,1.3522766473104109,3,15
57,0.05752370655732897,-0.8236070408570275,-0.22407366518717198,3,16
58,-0.7553983968610278,-1.8092126786808789,-0.08855646681245269,3,17
59,-1.6713799767465785,-2.3577392831446873,0.5915983788168975,3,18
60,-1.671379976746579,-1.8542918678076024,0.4398833828455971,3,19
61,-1.8173755262693847,-2.781037554324571,-0.45455670231318246,3,20
62,-1.2846701461220675,-1.7985737367607648,0.24924032589735604,3,21
63,-2.956611582301383,-1.3762511438197433,-0.9773817711082233,3,22
64,-2.0478155986183064,-2.3872800088355812,-0.1535667382119377,3,23
65,-1.7260960033980117,-1.2078443006153095,-0.2514594167758511,3,24
66,0.5598795880337806,1.0875958942549349,-1.6550486896446195,4,5
67,-0.021660668380909246,0.7760730889073898,-1.8110984541629906,4,6
68,-1.7964703687036976,1.0044247128810169,-0.4064991331606293,4,7
69,-1.233545124076795,0.493923506257344,-0.8713968346087456,4,8
70,0.5341550935992044,-0.6028688119653465,-1.3622124936810454,4,9
71,-2.956611582301383,-1.426178671580122,-4.049773023073653,4,10
72,0.08135123378394511,0.6897074006398526,-2.660574598375438,4,11
73,-0.7553983968610278,0.6163830778708875,-1.689856352459419,4,12
74,0.08812484936385752,0.7412277313339496,-0.011910805622958615,4,13
75,-0.8084474740548669,-0.23547823854207872,-1.9974214492113755,4,14
76,-1.2429694415616437,0.9043991560694348,-2.1835522203702196,4,15
77,-1.449543937872027,0.7064970130862736,-0.8103989186250848,4,16
78,-0.38852953262096857,-0.16490671994600312,0.21602468779472928,4,17
79,-0.8145589063767088,-0.9217582499150393,-3.252191695222599,4,18
80,-0.8145589063767088,-0.12756323288230537,-1.5205278567940765,4,19
81,-0.6781394702373867,-1.5614856319779995,-4.863524627128114,4,20
82,-0.17004252200252407,0.2614776749872901,-2.012708955700132,4,21
83,-0.5443185407869603,1.0245098763809468,0.053300232572524565,4,22
84,-0.8360876203742056,-0.5434930112959447,-0.28777770630617533,4,23
85,0.32476329477427274,1.0355365392508074,-0.7444323124487631,4,24
86,0.15637395822284994,1.1350959194360115,1.5676730410632198,5,6
87,-0.4955804244946407,1.1786152599003705,0.0199175950675537,5,7
88,-0.3979884305054279,0.5577625160899906,0.8396363185746774,5,8
89,0.7459055998026097,-0.17958003171303694,0.8439569671171822,5,9
90,-2.956611582301383,-1.3589183106007876,-0.18513817076383812,5,10
91,0.2656345800683905,0.8096979052637809,0.838598485575763,5,11
92,0.15637395822284994,0.7327728013057485,0.5256536308757997,5,12
93,0.7034098398841961,0.7282521604819633,0.1268044500657516,5,13
94,0.46109658579461127,-0.12934898687952584,0.9904165220259582,5,14
95,-0.6846216230936922,1.0459082555938688,0.9239571071550589,5,15
96,-0.29246720459429715,0.9412885731013045,0.9608581973887386,5,16
97,0.9346203433539086,-0.25670201116224534,0.6028137975948773,5,17
98,-0.6846216230936922,-0.8328772889926247,0.4918853517174094,5,18
99,-0.23022363125215406,0.1962116432737477,0.7615084391351261,5,19
100,-0.5399269605240526,-1.6186668738719412,-0.9365884192266084,5,20
101,0.2945515176888317,0.20344094619783554,0.4456734475875584,5,21
102,-0.3979884305054279,1.1637346330956126,0.012859954960492153,5,22
103,-0.3861483711917745,-0.5497532868546827,0.7440951019823853,5,23
104,0.5238120584916719,1.2786131555582536,0.6735818462552775,5,24
105,-0.7100077825450345,0.898988164610124,-0.10731582189239977,6,7
106,0.780496728081576,0.36776502135365063,0.7956644132820537,6,8
107,0.7873001349702856,-0.5133021739013247,0.6112156157633406,6,9
108,-0.7553983968610274,-1.565558240234711,0.039659395286171406,6,10
109,0.8673317204547728,0.6374921487256696,0.883171793307731,6,11
110,1.021844021741199,0.49631609349994577,0.6061685716242926,6,12
111,1.1313557620878478,0.5469581733606138,-0.16679446565920275,6,13
112,-0.04468024664564128,-0.3428926650508928,1.3427152904284552,6,14
113,1.025532901165159,0.8518424232356389,1.210717093705615,6,15
114,0.545497150788379,0.6473129337310329,0.8307124469002644,6,16
115,0.45349322116368745,-0.4232193665953726,0.5168207513762715,6,17
116,1.025532901165159,-1.0967322339292123,0.7272983807962194,6,18
117,0.6936875275429463,0.30754083957419615,0.9450966977745634,6,19
118,1.1614812052821688,-1.7331397129052575,-0.48704902786645554,6,20
119,1.1444759318644628,0.11148980994132665,0.748612677525652,6,21
