,SO,RH_MMS,RH_rsFC,Subject_left,Subject_right
0,0.48108043846456683,0.10827087884205468,0.5376468130659825,1,2
1,-1.6353565364499512,-1.1222703291228606,0.4463337752497127,1,3
2,-0.4501518304978213,0.4762257352033294,0.06062598315190771,1,4
3,-1.8470002339414031,0.6032954279767707,0.27218239908692055,1,5
4,1.3276552284303742,-0.2151320557025671,-0.0810978139424116,1,6
5,-0.4501518304978213,0.9372655607021135,-0.19599278707544285,1,7
6,-0.4501518304978213,0.7391297224372657,0.016563502696693728,1,8
7,-1.6353565364499512,0.3233178868944448,0.18426209629267593,1,9
8,-1.9175481331052207,-1.1103133313408742,0.3459211975369511,1,10
9,0.48108043846456683,0.46474632133641725,0.42294319748935727,1,11
10,-1.9175481331052207,0.48734523978863037,0.553445761300099,1,12
11,-0.917531662458111,0.9135622264897185,-2.0494221900907834,1,13
12,-1.8470002339414031,-0.37609668565899806,0.662160101616702,1,14
13,-1.227942418778907,0.49398662375289176,0.11773983887727044,1,15
14,0.48108043846456683,0.8563525007373329,0.35463059768055205,1,16
15,-0.4501518304978213,0.30406957449942795,0.3800188907914914,1,17
16,-1.227942418778907,0.42191972683991336,-0.15996255547223642,1,18
17,0.48108043846456683,0.7731734632817026,-0.8092524475878142,1,19
18,-1.227942418778907,-0.22209191547213986,0.3768179406337908,1,20
19,-1.6353565364499512,-0.4739352983312832,-0.05844025050194351,1,21
20,-1.9334214104170795,-1.0653935195747861,0.16959813985603764,1,22
21,0.8567480015118939,-1.993953899606594,0.3934905431414424,1,23
22,-1.6353565364499512,-0.3007339328145845,-1.3832174499721466,1,24
23,-0.788781746484144,-0.7275802250068979,0.7738406977605886,2,3
24,0.3964229594679861,0.5112633991290129,0.36171279387227817,2,4
25,-1.0004254439755964,0.6663041018776608,0.6055804944831553,2,5
26,0.48108043846456683,0.7799061135955428,0.8646936880017208,2,6
27,0.3964229594679861,0.43046693883177484,0.6502670496234748,2,7
28,0.3964229594679861,0.9299238925814065,0.10725531292102715,2,8
29,-0.788781746484144,0.4850848875108021,0.46902552252126345,2,9
30,-1.0709733431394133,-1.5142897356509224,0.5891966679021338,2,10
31,1.3276552284303742,0.8556248639949738,0.9271443883544269,2,11
32,-1.0709733431394133,1.0188237616374916,0.8605454371882282,2,12
33,-0.0709568724923036,0.32827318937119176,-1.7604538257719111,2,13
34,-1.0004254439755964,0.43508214486969693,0.8287301922606715,2,14
35,-0.38136762881309944,0.6903951789134237,0.8864550749219872,2,15
36,1.3276552284303742,0.8144659025989467,0.434104165931998,2,16
37,0.3964229594679861,-0.11116611245991331,0.6610180679854382,2,17
38,-0.38136762881309944,-0.25416367616838703,0.6200729385564173,2,18
39,1.3276552284303742,0.64829095502495,-0.772745286551479,2,19
40,-0.38136762881309944,-0.5912068482076275,0.6581307557339559,2,20
41,-0.788781746484144,-0.1855679533990655,0.5223775564706661,2,21
42,-1.0868466204512721,-0.4235800617399705,-0.053807659325759184,2,22
43,0.010173211546086467,-2.555032758419429,0.9686340297724467,2,23
44,-0.788781746484144,-0.9028739744231269,-1.2587871358545917,2,24
45,0.14245052247824389,-0.21358162759687158,0.6109144563157798,3,4
46,1.1160115309389225,-0.7791800468859928,0.8720978868911909,3,5
47,-1.6353565364499512,-0.526428420257538,0.7323888630783447,3,6
48,0.14245052247824389,-0.3731111123945903,0.9974838106101377,3,7
49,0.14245052247824389,-0.7152388934754725,0.06653873629835838,3,8
50,1.3276552284303742,0.1431362747623916,0.3855899032070919,3,9
51,1.0454636317751052,-0.29191868146154076,1.1840582301698783,3,10
52,-0.788781746484144,-0.5807564272684645,1.108377236322754,3,11
53,1.0454636317751052,-0.4545226148261476,1.1104501701635505,3,12
54,0.6098303544385334,-0.33278696617781267,-2.5593901022644348,3,13
55,1.1160115309389225,0.09900496556036056,0.9024758280330026,3,14
56,0.9202411107593295,-0.16790921910647044,1.012575841325318,3,15
57,-0.788781746484144,-0.7852489148334828,0.6245026117227427,3,16
58,0.14245052247824389,0.22946956457532244,0.5972248189387387,3,17
59,0.9202411107593295,0.10304454441076748,0.761206843045065,3,18
60,-0.788781746484144,-0.6082383089841586,-1.2116891570485802,3,19
61,0.9202411107593295,0.2968185801967615,1.1814941128451268,3,20
62,1.3276552284303742,0.4124175302473211,0.7924348155638391,3,21
63,1.0295903544632463,-2.650589891151886,0.11177591252661385,3,22
64,-2.106263763368432,-1.00599993981791,1.1746787938918035,3,23
65,1.3276552284303742,0.29724367121063816,-1.4608627181602076,3,24
66,-0.06919317501320797,0.6611884581288007,0.5223810420295463,4,5
67,-0.4501518304978213,0.33168692318678894,0.42122470462509404,4,6
68,1.3276552284303742,1.0588951876031076,0.41374640903830484,4,7
69,1.3276552284303742,0.7200757790982822,-0.2134504312625798,4,8
70,0.14245052247824389,1.1444313971641502,-0.06922960670675828,4,9
71,-0.13974107417702547,-0.979981614270258,0.6248181186917431,4,10
72,0.3964229594679861,0.8733757962371065,0.6367308094203452,4,11
73,-0.13974107417702547,1.0495697717038988,0.6375166902546556,4,12
74,0.8602753964700849,0.8617253449444608,-2.3879807772115083,4,13
75,-0.06919317501320797,0.5735221081744439,0.6763882474821125,4,14
76,0.5498646401492885,0.9136632618994776,0.2951072924671785,4,15
77,0.3964229594679861,0.8363402462036447,0.17766378508981617,4,16
78,1.3276552284303742,0.48871181774009415,0.19114709846119307,4,17
79,0.5498646401492885,0.38349123043932,0.5676554269741745,4,18
80,0.3964229594679861,0.7316229818976341,-0.9705424742156599,4,19
81,0.5498646401492885,0.1546811441075239,0.6578461628334836,4,20
82,0.14245052247824389,0.5707489545169764,0.6881821930087378,4,21
83,-0.15561435148888436,-1.4660375972269197,0.043139597444356255,4,22
84,-0.9210590574163017,-1.693930852397753,0.7040275043382344,4,23
85,0.14245052247824389,-0.19151538596484438,-0.9763839436513797,4,24
86,-1.8470002339414031,0.33118073051319785,0.40537966612295845,5,6
87,-0.06919317501320797,0.7896328383063174,0.3687607432129111,5,7
88,-0.06919317501320797,1.1865994455379498,0.0032954968311329183,5,8
89,1.1160115309389225,0.43290560562742614,0.08348502586239921,5,9
90,1.2571073292665569,-0.9337202360150245,0.9240013969181354,5,10
91,-1.0004254439755964,0.9910033557153511,0.6809882084206699,5,11
92,1.2571073292665569,1.0897499306923746,0.894465397973124,5,12
93,0.3981866569470816,0.6495162317996421,-2.6819983605437936,5,13
94,1.3276552284303742,0.33228060704502543,0.3753956303858003,5,14
95,0.7085974132678776,1.0717671366264563,0.46445489074447155,5,15
96,-1.0004254439755964,1.3564888187211785,0.668753787738213,5,16
97,-0.06919317501320797,0.392606999381069,0.3973934225463705,5,17
98,0.7085974132678776,0.32758317882165566,0.6662852832843335,5,18
99,-1.0004254439755964,1.2653039575649263,-1.5607002768810248,5,19
100,0.7085974132678776,-0.11289651484251104,0.9730347980283771,5,20
101,1.1160115309389225,-0.13078685762139272,0.4849837144463583,5,21
102,1.2412340519546983,-0.994870520462452,-0.03562047006395385,5,22
103,-2.3179074608598835,-1.9442610486750946,0.8460918234079715,5,23
104,1.1160115309389225,-0.39193258546689624,-2.0232042287290577,5,24
105,-0.4501518304978213,0.1400212926552726,1.0124008865020364,6,7
106,-0.4501518304978213,0.49446069973819273,0.028807077492557724,6,8
107,-1.6353565364499512,0.29176450153868405,0.585900089880462,6,9
108,-1.9175481331052207,-1.7210595067617334,0.5101341908476389,6,10
109,0.48108043846456683,0.5958408741267442,0.685825551727692,6,11
110,-1.9175481331052207,0.6250074468352097,0.6919328060654905,6,12
111,-0.917531662458111,-0.17799454629324896,-1.5406711633954049,6,13
112,-1.8470002339414031,0.5902509149166921,0.6074751089366233,6,14
113,-1.227942418778907,0.5897227124247122,0.7708529213235676,6,15
114,0.48108043846456683,0.4503830500209325,0.29410681463347677,6,16
115,-0.4501518304978213,-0.17658866890480937,0.319028200615978,6,17
116,-1.227942418778907,-0.5108555894603365,1.053379380353633,6,18
117,0.48108043846456683,0.4720021516039487,-0.6769956753765557,6,19
118,-1.227942418778907,-0.6852389196608173,0.5518830983205937,6,20
119,-1.6353565364499512,-0.2449392428810677,0.4618998512403733,6,21
120,-1.9334214104170795,-0.9685919128098457,-0.26958636878389375,6,22
121,0.8567480015118939,-2.6221408067894907,0.8639405369810703,6,23
122,-1.6353565364499512,-1.0210769135724798,-1.9704088472255228,6,24
123,1.3276552284303742,1.044981718152361,-0.055252223296459374,7,8
124,0.14245052247824389,1.0542965515431098,0.4564356045658655,7,9
125,-0.13974107417702547,-0.6044870054216116,0.6333060127856167,7,10
126,0.3964229594679861,1.0104090691970948,0.9417559823353835,7,11
127,-0.13974107417702547,0.87830073586912,0.7478445667550057,7,12
128,0.8602753964700849,1.2249613090855236,-2.3661312114225366,7,13
129,-0.06919317501320797,0.22501813488652248,0.5949671057936798,7,14
130,0.5498646401492885,1.0186633816014221,0.8520043860382213,7,15
131,0.3964229594679861,1.0618576981218917,0.044207258985480634,7,16
132,1.3276552284303742,0.8839610939330208,0.050123615520686726,7,17
133,0.5498646401492885,0.9420811823124844,0.7536581494778983,7,18
134,0.3964229594679861,1.1343494470930984,-0.8751144123287353,7,19
135,0.5498646401492885,0.44688176759324655,0.7035342976024582,7,20
136,0.14245052247824389,0.2717841134024755,0.7019005973531863,7,21
137,-0.15561435148888436,-1.622450877564282,-0.06019337894426071,7,22
138,-0.9210590574163017,-1.4102851404815424,0.9129860526906425,7,23
139,0.14245052247824389,0.2531984069733768,-1.5403981016897006,7,24
140,0.14245052247824389,0.6254246150102781,-0.2488780348470222,8,9
141,-0.13974107417702547,-0.8243326015627864,-0.15127636781444953,8,10
142,0.3964229594679861,1.3147874747794996,-0.18303822682897297,8,11
143,-0.13974107417702547,1.377766018350267,-0.00727544617551678,8,12
144,0.8602753964700849,0.9835296778598936,-1.7197433506921957,8,13
145,-0.06919317501320797,0.4484566053931108,-0.08797175434876756,8,14
146,0.5498646401492885,1.1343289939931291,0.14762599411531854,8,15
147,0.3964229594679861,1.4046354647151373,0.12448496627584993,8,16
148,1.3276552284303742,0.5087571929420046,0.010463479113886152,8,17
149,0.5498646401492885,0.4361366462824615,0.16836086252783744,8,18
150,0.3964229594679861,1.2508299502771592,-0.9996502842216942,8,19
151,0.5498646401492885,-0.04454657360009004,-0.2643604182297009,8,20
152,0.14245052247824389,-0.05868893113203126,-0.7958766892772907,8,21
153,-0.15561435148888436,-1.1108234279684173,0.2470777994644931,8,22
154,-0.9210590574163017,-1.9045683088754988,0.3509610817863694,8,23
155,0.14245052247824389,-0.28999683655810543,-1.1403528168459747,8,24
156,1.0454636317751052,-0.8402632585437564,0.11695690116747737,9,10
157,-0.788781746484144,0.6354698331543387,0.3726157521745997,9,11
158,1.0454636317751052,0.804282941482057,0.6983757964056819,9,12
159,0.6098303544385334,0.9813177287776388,-1.6126067399315795,9,13
160,1.1160115309389225,0.5375994432850959,0.41850989774290254,9,14
161,0.9202411107593295,0.8959998985097725,0.21721752739459582,9,15
162,-0.788781746484144,0.6055635183979531,0.37253378811053156,9,16
163,0.14245052247824389,0.6222118563339595,-0.3729590035080795,9,17
164,0.9202411107593295,0.60314406645671,0.38408229601547,9,18
165,-0.788781746484144,0.6549659985063738,-0.7354247794721788,9,19
166,0.9202411107593295,0.2692556113626311,0.0333065395304429,9,20
167,1.3276552284303742,0.8331527727784431,-0.2618830004230296,9,21
168,1.0295903544632463,-1.5549102154833296,0.09938349692487249,9,22
169,-2.106263763368432,-1.6793275799863643,0.447968739903677,9,23
170,1.3276552284303742,0.005972289046274086,-1.8327857140878223,9,24
171,-1.0709733431394133,-1.05397677142178,1.0246009973299923,10,11
172,1.3276552284303742,-0.9700102674148162,1.1104178294649554,10,12
173,0.32763875778326423,-0.6502651620448974,-3.2181875729110456,10,13
174,1.2571073292665569,-1.5523875662271065,0.8483652703303834,10,14
175,0.6380495141040603,-0.6931033893130771,0.7186229285830644,10,15
176,-1.0709733431394133,-0.9540681039511212,0.2804485415393103,10,16
177,-0.13974107417702547,-0.046917166146097145,0.7336007330718329,10,17
178,0.6380495141040603,0.027331279471990214,0.7337835920965352,10,18
179,-1.0709733431394133,-0.8727609378350895,-1.569666728177991,10,19
180,0.6380495141040603,-0.1032168340595133,1.3594608996904392,10,20
181,1.0454636317751052,-0.7265778009395638,0.8823787905272528,10,21
182,1.3117819511185154,-3.5256220030576517,-0.13378778662679316,10,22
183,-2.388455360023702,0.3935192285049942,1.0446831429569046,10,23
184,1.0454636317751052,0.12410356905137526,-2.060550006076417,10,24
185,-1.0709733431394133,1.285407461970311,1.1882321425789593,11,12
186,-0.0709568724923036,0.7651481612120018,-2.6745749479548335,11,13
187,-1.0004254439755964,0.5807827555693513,1.0064910257618243,11,14
188,-0.38136762881309944,1.0949091701959317,0.8959159509112679,11,15
189,1.3276552284303742,1.2819187227474902,0.3708497575912448,11,16
190,0.3964229594679861,0.4993504068683748,0.3661645723887557,11,17
191,-0.38136762881309944,0.25499614453539116,0.7076774630322974,11,18
192,1.3276552284303742,1.017489793893477,-1.1023151335368588,11,19
