,SS,LH_MMS,LH_rsFC,LH_MMS_o,LH_rsFC_o,Subject_left,Subject_right
0,-0.22493794041276774,-0.2044188148966342,0.7655945595889994,-0.23924319514712244,-0.11317033370229357,1,2
1,-1.950546926639751,1.1024387679503667,0.4374074799551363,-0.04392393576527176,-0.14248537847878817,1,3
2,0.6145708456350133,0.6382508974453488,-0.2475805232361898,-0.11330014957088352,-0.20367137643860367,1,4
3,-0.36771626599175417,-2.56206211581753,0.2593004790382648,-0.5916099330890355,-0.15839464191691688,1,5
4,-1.121451676686874,-0.05698020763578417,0.6217800280687692,-0.21720743551083144,-0.12601645011775264,1,6
5,-0.22493794041276774,0.150581405889454,0.0903710442954816,-0.18618586042723817,-0.17348412669821123,1,7
6,-0.7635713368350507,-0.6298199027569189,0.11312866198342206,-0.3028224454890719,-0.17145132095134086,1,8
7,0.24770611976496712,-1.084332880198897,-1.963267134590842,-0.37075267698377656,-0.35692369182653805,1,9
8,-2.6591605002402163,-0.5141651323551544,1.2967879170631285,-0.2855370087319625,-0.06572191776616587,1,10
9,0.2477061197649668,-0.26822821520825985,0.8192632344834644,-0.24877996868239594,-0.1083764228348042,1,11
10,-0.22493794041276838,-0.6503461044281648,1.0871200381209496,-0.3058902338701258,-0.08445033104264155,1,12
11,-1.950546926639751,-0.29622821484498973,-0.20396681453748583,-0.2529647698906684,-0.19977561727344129,1,13
12,-1.950546926639751,-0.42363125496177934,0.9043186925468417,-0.2720060700026492,-0.10077891301084985,1,14
13,-0.5046594479791685,-2.111446197915598,0.8019693246713325,-0.5242621451544551,-0.10992118730593725,1,15
14,-1.756880021398622,-1.8203337588643858,0.7918071500313677,-0.4807532986369507,-0.11082891531561234,1,16
15,-0.07550819212148789,-0.33977733090802015,-0.721325192813547,-0.2594734983151039,-0.24598823491084953,1,17
16,-1.121451676686874,-0.9581697755820046,1.2002525873888659,-0.35189669414484825,-0.07434485781326294,1,18
17,-2.044585255321955,0.08214479259504363,0.4558711713230598,-0.19641420420295874,-0.14083612421870606,1,19
18,-2.2275758492822613,-1.3547794501527772,1.26665014967685,-0.4111728608194761,-0.06841394940061651,1,20
19,-2.2275758492822613,0.06596682064955045,1.1509699672990015,-0.19883211839664638,-0.07874698789178136,1,21
20,-2.741576278875019,-3.5727084078427245,0.8852155670686322,-0.7426582859059812,-0.10248528420434555,1,22
21,-0.8865413368734611,-0.623788673196157,0.36524559652826577,-0.30192103487904687,-0.1489311802031429,1,23
22,-1.8546820992589883,-0.612955191822862,-1.3768654499401047,-0.3003018932172987,-0.30454383683125175,1,24
