,SS,RH_MMS,RH_rsFC,Subject_left,Subject_right
0,-1.2534253951602665,1.007248312855742,0.5376468130659825,1,2
1,-1.2534253951602665,0.10390691647128432,0.4463337752497127,1,3
2,-1.2534253951602665,0.3383776065316066,0.06062598315190771,1,4
3,-1.2534253951602665,-0.294916349793947,0.27218239908692055,1,5
4,-1.2534253951602665,0.16712255046598382,-0.0810978139424116,1,6
5,-1.2534253951602665,0.0026590461133920115,-0.19599278707544285,1,7
6,-1.2534253951602665,-1.2688644964047986,0.016563502696693728,1,8
7,-1.2534253951602665,-3.0860581128630526,0.18426209629267593,1,9
8,-1.2534253951602665,0.1091746550294416,0.3459211975369511,1,10
9,-1.2534253951602665,-1.206643643860666,0.42294319748935727,1,11
10,-1.2534253951602665,-1.3632672131577508,0.553445761300099,1,12
11,-1.2534253951602665,1.2360546388460487,-2.0494221900907834,1,13
12,-1.2534253951602665,1.1465653439134351,0.662160101616702,1,14
13,-1.2534253951602665,1.302810888303002,0.11773983887727044,1,15
14,-1.2534253951602665,-0.1739002834801294,0.35463059768055205,1,16
15,-1.2534253951602665,-0.1018844307058875,0.3800188907914914,1,17
16,-1.2534253951602665,-0.6013698944827884,-0.15996255547223642,1,18
17,-1.2534253951602665,0.21074803986893142,-0.8092524475878142,1,19
18,-1.2534253951602665,-0.010182434268351045,0.3768179406337908,1,20
19,-1.2534253951602665,-1.2265207052840876,-0.05844025050194351,1,21
20,-1.2534253951602665,-2.6947992814030877,0.16959813985603764,1,22
21,-1.2534253951602665,0.6637158253102013,0.3934905431414424,1,23
22,-1.2534253951602665,1.2874519778069835,-1.3832174499721466,1,24
23,-0.7978744219389954,0.6105405759342174,0.7738406977605886,2,3
24,-0.7978744219389954,0.9923364944981573,0.36171279387227817,2,4
25,-0.7978744219389954,0.3569998077132808,0.6055804944831553,2,5
26,-0.9800948112275037,0.31260499718266066,0.8646936880017208,2,6
27,-0.7978744219389954,0.7960872603893138,0.6502670496234748,2,7
28,-0.7978744219389954,-0.49094545950622653,0.10725531292102715,2,8
29,-1.2534253951602665,-2.1108579991152654,0.46902552252126345,2,9
