,OS,LA_MMS,LA_rsFC,LA_MMS_o,LA_rsFC_o,Subject_left,Subject_right
0,-1.3221570290923421,-0.9199999562304276,0.27569242722849496,-0.522044055515047,-0.11467136491246943,1,2
1,-1.739814405245047,1.6586976487341671,0.5767393092038295,-0.03354405165982577,-0.08388246465552307,1,3
2,0.581387526977209,0.23720443749608247,-3.4394254518784835,-0.30282705631810525,-0.494626782726744,1,4
3,-0.09965259561522587,1.4718419583353968,0.6161022052532633,-0.06894137987094906,-0.0798567120141459,1,5
4,1.1228518378618906,0.284550381801904,0.6061022722716922,-0.2938579961493615,-0.08087943291769928,1,6
5,-1.739814405245047,1.040193967856373,-0.7146052311321338,-0.15071135732280183,-0.21595185527294114,1,7
6,-0.8999696104477963,-0.8878189155275064,0.6972993226933244,-0.5159477848716119,-0.07155245742891347,1,8
7,-0.848280613192515,0.744485346778642,0.62988922873926,-0.20672942716487508,-0.07844667485260737,1,9
8,-0.09965259561522587,-1.3791698047233831,0.9620891103613619,-0.6090276833460775,-0.04447167084818027,1,10
9,1.540509214014595,-0.7513460198305071,0.46706101220587554,-0.49009480779288506,-0.09509956853138524,1,11
10,1.1228518378618906,-0.6655217296158161,0.20310580164493452,-0.4738365361676924,-0.1220950005947804,1,12
11,1.5405092140145953,-0.5442573038057664,-0.2118883145360126,-0.45086460166801934,-0.16453760078541002,1,13
12,0.789850035033956,-1.6502063714131197,0.8356830486706801,-0.6603719602469202,-0.05739956965161874,1,14
13,0.7898500350339558,0.6021664462371942,0.731924348069189,-0.2336898521985512,-0.06801125997256818,1,15
14,-1.158372491245512,0.9632331632858189,0.2060562046935716,-0.16529055934208348,-0.12179325468535185,1,16
15,-1.3221570290923421,-0.8419077723574199,0.37664239158842283,-0.5072505287170296,-0.10434693184335442,1,17
16,-0.09965259561522587,-1.5325141205869726,0.9989050848067685,-0.6380767268424234,-0.04070639894891914,1,18
17,-0.09965259561522587,0.9976586827055918,0.6984054930381175,-0.158769102023125,-0.07143932631727545,1,19
18,0.7204283091996847,-0.969982688557125,1.0216965221413086,-0.5315126201452225,-0.03837545538889553,1,20
19,-0.09965259561522587,-1.0573432702433676,0.36942246898463593,-0.5480619217804213,-0.10508533336889847,1,21
20,1.4116624900944779,0.5137642796571734,0.0718032386073836,-0.25043646825466026,-0.13552367818253164,1,22
21,1.1970091667982057,-1.4296623238864052,0.5135874765246653,-0.6185928203199937,-0.09034117787867302,1,23
22,1.1970091667982055,0.5143395641193282,0.3587553495287006,-0.25032748825582696,-0.10617628928514222,1,24
23,0.8472952666890954,-1.4789993556534602,-0.12978575088848493,-0.6279390655571286,-0.15614074370322828,2,3
