,SS,RA_MMS,RA_rsFC,RA_MMS_o,RA_rsFC_o,Subject_left,Subject_right
41,-0.8804463047795645,0.3088116250133984,0.5526321165566307,-0.08122692322392411,-18.28329459079813,2,21
42,-1.3316219084170684,-0.7219699166566489,0.4334997698326367,-0.23882969583845803,-19.12646560993089,2,22
43,1.1949614719529538,0.37944798389566287,1.3709818187244387,-0.0704268792211924,-12.491343274818131,2,23
44,-0.06833021823205736,0.6893043340270824,0.5620850273558796,-0.02305096306556209,-18.216390675517758,2,24
45,-0.6097409425970621,-0.01771594443296369,-2.784545487069851,-0.13115180856524922,-41.90250061211331,3,4
46,-0.6097409425970621,-0.12506516510207008,0.31681865639305923,-0.14756511645981008,-19.952287781975613,3,5
47,-0.6097409425970621,-0.308470658952914,0.00674139158739931,-0.1756071536666457,-22.14689042823936,3,6
48,-0.6097409425970621,-0.2863000812121986,-1.2666386184264897,-0.17221735245159708,-31.15936395295044,3,7
49,-0.6097409425970621,0.06414638062348223,-0.6458565356808227,-0.11863535490362753,-26.765717090770387,3,8
50,-0.6097409425970621,0.10752949274797924,0.6777059412670476,-0.11200223384056474,-17.39807217096079,3,9
51,-1.151151666962067,-0.3409284548502372,0.33686632875609723,-0.18056983336120724,-19.810398389191764,3,10
52,-0.6097409425970621,-0.05682101722055487,0.5334359160886248,-0.13713083287396188,-18.419157606655478,3,11
53,-0.6097409425970621,0.10744723781410198,0.16190108183904178,-0.11201481032269622,-21.048732306156033,3,12
54,-0.6097409425970621,-2.3549563472577044,-0.8536952557602765,-0.48850741968250744,-28.236716279854157,3,13
55,-0.6097409425970621,-0.07029617334176164,0.4517983945215391,-0.13919113554747997,-18.99695527581974,3,14
56,-0.6097409425970621,0.13695925074125972,1.3633898978603407,-0.10750253019860678,-12.545075848952571,3,15
57,-0.6097409425970621,-0.14027865823294403,-0.6136906392407967,-0.1498912045799885,-26.53805976319763,3,16
58,-0.6097409425970621,0.09399505294779642,-0.23223114726397065,-0.11407160077435496,-23.838242312668164,3,17
59,-0.6097409425970621,-0.01671519862595928,1.325783617325161,-0.13099879814791993,-12.811238035433313,3,18
60,-0.6097409425970621,-0.04685240145317957,0.1345883783824935,-0.13560666754837614,-21.24204067824815,3,19
61,-0.8804463047795645,0.10290703373278949,1.0414318164143384,-0.11270899111903776,-14.823766155287142,3,20
62,-0.8804463047795645,0.050747151003216494,-0.11553177246014461,-0.12068404868953997,-23.012290894003797,3,21
