,SS,RA_MMS,RA_rsFC,RA_MMS_o,RA_rsFC_o,Subject_left,Subject_right
375,0.12694300781100107,0.18916988591701936,-0.8504963735085415,-0.13734340080488683,-0.5969819894214348,19,5
376,-0.005315914158383238,0.10822814836210454,1.5518571986177305,-0.1545601104242268,-0.30083859541197344,20,5
377,-0.005315914158383238,0.7101921703528584,0.1154060169690602,-0.026519372963241916,-0.4779130831968127,21,5
378,-0.049402221481511285,-0.10725263046959191,0.30709842511800545,-0.20039394238487107,-0.454282739598043,22,5
379,1.3331443761717874,-0.7325860357078647,-0.7179307481480971,-0.3334054637394267,-0.580640334022025,23,5
380,0.2962344279318133,0.705510875107229,-1.659974458279793,-0.027515107714200515,-0.6967681283902563,24,5
381,0.3826435902851444,0.4309059636487346,0.31856996538918225,-0.08592493635690657,-0.45286861766784947,7,6
382,-0.9999030073681543,0.2570209553293091,-0.8699939071082387,-0.12291114132144632,-0.5993854931529514,8,6
383,0.8728833277183294,0.5248466673464076,-0.5982240132995793,-0.06594328207252698,-0.565883822259914,9,6
384,-1.7705316593764344,0.7081196825218995,-2.0810766013540425,-0.026960201419031216,-0.7486783131863647,10,6
385,-0.39503887089483614,0.04866220318730979,-0.33373982746549025,-0.16723008282975116,-0.5332802765689222,11,6
386,0.3826435902851444,0.6384334534030089,1.3277815324191,-0.04178280848739013,-0.3284608942579593,12,6
387,-1.2679477558927732,-2.4642410176706395,-0.7631187471541894,-0.7017370796144827,-0.5862107577720628,13,6
388,-1.5236483383669166,0.6729085572166311,1.1368030146611938,-0.0344497826667739,-0.3520032350224227,14,6
389,-0.9999030073681543,0.48512234953899636,-0.010853538382248491,-0.07439284178271444,-0.49347737551485316,15,6
390,-0.39503887089483614,0.042139904580523385,0.1918526940514665,-0.16861740813997794,-0.4684893336394602,16,6
391,-0.39503887089483614,0.5277497667284067,0.13262299395178537,-0.06532577841414489,-0.47579070868150175,17,6
392,-1.2679477558927732,0.319490317582347,-0.8075400305280058,-0.10962359768197072,-0.5916866668044434,18,6
393,-1.6012402392556224,0.5840716126247225,-0.6593169947353893,-0.05334584203874637,-0.5734148880790659,19,6
394,-1.7334991612250068,0.5930438070428016,-0.668788949380522,-0.05143741172071015,-0.5745825167033698,20,6
395,-1.7334991612250068,0.33613494683830136,-0.010126791532445795,-0.10608320236457447,-0.4933877878366765,21,6
396,-1.7775854685481347,0.7005694335608279,-1.6229119975659954,-0.028566176875492122,-0.6921993575675618,22,6
397,-0.39503887089483614,0.3208148017433777,0.2688772631359045,-0.10934187332214451,-0.4589943460675048,23,6
398,-1.4319488191348098,0.12377686445205227,-0.13518113083357897,-0.15125282128069228,-0.5088035105287656,24,6
399,-0.049402221481511285,0.6955763277159167,1.2433650590469867,-0.029628235289695826,-0.3388670980844013,8,7
400,-0.0776174581683135,-0.07346782124784787,-1.045307286682692,-0.19320774565267296,-0.6209967579745972,9,7
401,-0.8200308734897911,0.05989371788961261,-1.7645883517935377,-0.16484108386511065,-0.7096641124973269,10,7
402,0.5554619149918067,0.403062861322126,1.1945820829172806,-0.09184730251977236,-0.344880682549467,11,7
403,1.3331443761717874,0.44081673892608353,0.7489032025531,-0.08381686522812848,-0.3998204956563979,12,7
404,-0.3174469700061308,-3.489391387413646,-0.8515193887328797,-0.919791655228824,-0.5971080987519571,13,7
405,-0.5731475524802739,0.479484322579772,1.2424081745011022,-0.07559207812128599,-0.33898505534114376,14,7
406,-0.049402221481511285,0.6924995498697055,-0.025521294411398977,-0.030282681220084928,-0.4952855019719137,15,7
407,0.5554619149918067,0.19425045484979772,1.522683294321594,-0.13626273855746052,-0.30443492658279203,16,7
408,0.5554619149918067,0.6122986832183507,-1.289305340536387,-0.04734180391829712,-0.6510749332433534,17,7
409,-0.3174469700061308,0.3230763865823822,0.9695688530146845,-0.1088608229934902,-0.37261855692963486,18,7
410,-0.6507394533689793,0.6981807639770702,1.438102756931763,-0.02907425876059133,-0.3148613549405459,19,7
411,-0.7829983753383635,0.5903287972142545,0.6224493883705193,-0.052014907796823384,-0.4154087346866445,20,7
412,-0.7829983753383635,0.6121092654274025,1.615107455336191,-0.047382094023278865,-0.29304159753709524,21,7
413,-0.8270846826614922,0.37554048111082605,-1.48495778752121,-0.09770144949567017,-0.6751934395151256,22,7
414,0.5554619149918067,-0.2508403144379501,1.0503343585529619,-0.23093575597170668,-0.36266241591587645,23,7
415,-0.48144803324816754,0.6288520143571835,1.4530097506402453,-0.043820828163894654,-0.31302373713002507,24,7
416,-1.460164055821612,-0.05166971933317807,-0.6735377359771413,-0.18857118110322735,-0.5751679100428293,9,8
417,0.5625157241635073,-0.04030260685161401,-0.17927690920376274,-0.18615333981741744,-0.5142392938454059,10,8
418,0.7282802396984691,0.6615699157362512,-0.3033766115982898,-0.03686156802921514,-0.5295373363521763,11,8
419,-0.049402221481511285,0.22747528394135166,-1.574269363383291,-0.12919565238040143,-0.6862030733621203,12,8
420,1.0650996276471683,-3.6337826646116347,0.1589426606369817,-0.9505043970870873,-0.4725462256412917,13,8
421,0.809399045173025,0.260914594840654,0.43669827516630877,-0.12208294485749305,-0.4383066818263086,14,8
422,1.3331443761717874,0.4891582694569035,-0.41189486897038413,-0.07353438156957193,-0.5429146199556554,15,8
423,0.7282802396984691,0.3365846316736082,1.2060811168580345,-0.10598755216649902,-0.3434631714143218,16,8
424,0.7282802396984691,0.4937514929047428,-0.21349985384999062,-0.07255738012746005,-0.5184580312944325,17,8
425,1.0650996276471683,0.1546891576345851,-0.0014007459018702676,-0.1446776229779564,-0.4923121090526277,18,8
426,0.7318071442843195,0.4874307770716084,-0.1689204757151756,-0.07390182778045995,-0.5129626335741083,19,8
427,0.5995482223149349,0.5791227236465298,-0.3663493485193952,-0.05439849530577179,-0.5373001237529398,20,8
428,0.5995482223149349,0.5758183680959197,1.230264368959677,-0.0551013481442757,-0.34048204888570577,21,8
429,0.5554619149918067,0.13196599838148954,-0.4156818022210179,-0.14951095181808838,-0.5433814435234857,22,8
430,0.7282802396984691,-0.25630701696018654,-0.05328553727027075,-0.2320985507515544,-0.4987080610854966,23,8
431,0.9010985644051315,0.7567562700608947,0.12778432913991747,-0.01661495766927379,-0.47638718150568826,24,8
432,-2.2307927078298926,0.5049150173985593,-0.15200185327158208,-0.07018284301787514,-0.5108770378772285,10,9
