,SS,RA_MMS,RA_rsFC,RA_MMS_o,RA_rsFC_o,Subject_left,Subject_right
0,-0.058882985741415386,0.7810439846719154,0.37838520450919916,-0.0074107639701859185,-0.44549506194648614,1,2
1,-1.7517688258071136,-0.04990818772623075,0.5482439189682742,-0.03747767209302266,-0.4245562056575375,1,3
2,0.9568485182980031,0.38518588246776425,-1.1766524862436225,-0.021734367161814427,-0.6371879688088946,1,4
3,0.2796941822717239,0.2451881568761928,0.12704538646019856,-0.02680000017005335,-0.4764782725905683,1,5
4,-1.0746144897808345,-0.11901427634419859,-1.0183370662342428,-0.039978184741311984,-0.6176720797451066,1,6
5,-0.058882985741415386,0.47289630698819257,-0.1282408864680586,-0.018560681162703596,-0.507947971383526,1,7
6,-0.7360373217676949,0.3517523087375609,-0.39489538027312737,-0.022944116919929813,-0.5408190556983195,1,8
7,0.2796941822717239,0.3077849046484774,1.216243427118326,-0.024535019432803562,-0.3422104411391541,1,9
8,-2.428923161833393,0.2462866467406803,0.019208006964053125,-0.02676025276349192,-0.48977162288488385,1,10
9,0.2796941822717239,0.2791625763293894,0.08005669332748853,-0.025570680622963304,-0.4822706718551252,1,11
10,-0.058882985741415386,0.6584899441381249,-0.3392658984434445,-0.011845220247227006,-0.5339614874589163,1,12
11,-1.7517688258071136,-3.0957122237307533,-0.6880493138919251,-0.1476860729525059,-0.5769567840811805,1,13
12,-1.7517688258071136,0.6003392431911668,0.28712757657335164,-0.013949326645558924,-0.4567445899009641,1,14
13,-0.058882985741415386,0.6442376292613943,-1.1535176063116472,-0.012360921458645313,-0.634336081417068,1,15
14,-1.074614489780834,0.6265683469119453,0.5040966784870595,-0.013000261130222457,-0.42999833282147837,1,16
15,0.2796941822717239,0.5731840479729966,-1.8959083583133405,-0.014931901559980365,-0.7258522177301876,1,17
16,-0.3974601537545551,0.6415824836387306,-0.2819904492055864,-0.012456994400194987,-0.5269010172069444,1,18
17,-1.4131916577939738,0.6337176863320224,-0.15233102353817524,-0.01274157171508794,-0.5109176154179731,1,19
18,-2.0903459938202538,0.5405044078722203,0.6062711956827069,-0.01611437122434345,-0.41740305598351646,1,20
19,-2.0903459938202538,0.5902680876433405,-0.39933477043531324,-0.01431373812266401,-0.5413663090606954,1,21
20,-2.7675003298465324,-0.45427296399961775,-0.6537980186619798,-0.05210907806339893,-0.5727345517935166,1,22
21,-1.074614489780834,0.13263918377652775,-0.9136806035972175,-0.030872436281196736,-0.6047708480488407,1,23
22,-1.4131916577939738,0.37046230814599435,-0.5907554566631207,-0.022267120274541474,-0.5649631569022684,1,24
23,-1.4131916577939743,0.062299307171949245,0.759098880496055,-0.033417591920104184,-0.3985636520738016,2,3
24,1.2954256863111426,0.4943256983352596,0.803372684415335,-0.0177852869075793,-0.393105923157254,2,4
25,-0.058882985741415386,0.32447005810626917,0.20882437008076843,-0.02393128916685694,-0.46639719791070566,2,5
26,-0.05888298574141584,-0.09509066315110322,0.728746878561375,-0.039112540359196535,-0.4023052099244898,2,6
27,0.9568485182980031,0.520985122207524,1.0450995346042942,-0.016820650825262073,-0.3633077241457672,2,7
