,SO,LA_MMS,LA_rsFC,LA_MMS_o,LA_rsFC_o,Subject_left,Subject_right
0,-1.7900486848067088,0.14356518341321395,0.27569242722849496,-0.004023140548788801,-0.11467136491246943,1,2
1,-0.5264849072960903,0.4116892958584824,0.5767393092038295,-0.0021192784631928635,-0.08388246465552307,1,3
2,-1.368860758969836,0.5427011011725239,-3.4394254518784835,-0.0011890062596669863,-0.494626782726744,1,4
3,-0.21059396291843585,0.19171540704175222,0.6161022052532633,-0.003681241476962308,-0.0798567120141459,1,5
4,-2.105939629184363,-0.27263233327075476,0.6061022722716922,-0.006978423700711731,-0.08087943291769928,1,6
5,-1.368860758969836,0.40768366274326484,-0.7146052311321338,-0.0021477211606709835,-0.21595185527294114,1,7
6,-1.368860758969836,0.6052852687404001,0.6972993226933244,-0.0007446164481561519,-0.07155245742891347,1,8
7,-0.5264849072960903,0.6250470830849605,0.62988922873926,-0.0006042942342005739,-0.07844667485260737,1,9
8,2.805675197749253e-16,0.5457986551553897,0.9620891103613619,-0.0011670115366550122,-0.04447167084818027,1,10
9,-1.7900486848067088,0.4833907628858043,0.46706101220587554,-0.0016101496746256255,-0.09509956853138524,1,11
10,2.805675197749253e-16,0.5198822588693625,0.20310580164493452,-0.0013510354345217831,-0.1220950005947804,1,12
11,-1.105618305321791,0.566608610282211,-0.2118883145360126,-0.001019246816027749,-0.16453760078541002,1,13
12,-0.21059396291843585,0.5640830243046377,0.8356830486706801,-0.0010371801803296863,-0.05739956965161874,1,14
13,-0.8950243424033543,0.5677654689799657,0.731924348069189,-0.0010110323388106107,-0.06801125997256818,1,15
14,-1.7900486848067088,0.35646834854178006,0.2060562046935716,-0.0025113844433979106,-0.12179325468535185,1,16
15,-1.368860758969836,0.5828325621611041,0.37664239158842283,-0.0009040458123617221,-0.10434693184335442,1,17
16,-0.8950243424033543,0.36571256725893275,0.9989050848067685,-0.0024457442539869865,-0.04070639894891914,1,18
17,-1.7900486848067088,-0.39597239594471856,0.6984054930381175,-0.00785422135582908,-0.07143932631727545,1,19
18,-0.8950243424033543,0.5377505680238968,1.0216965221413086,-0.001224158384849614,-0.03837545538889553,1,20
19,-0.5264849072960903,0.5375280985816988,0.36942246898463593,-0.00122573806797599,-0.10508533336889847,1,21
20,0.1579454721888275,0.4502401569566783,0.0718032386073836,-0.0018455413414451406,-0.13552367818253164,1,22
21,-2.2638851013731904,-2.8143861492074347,0.5135874765246653,-0.025026590562498344,-0.09034117787867302,1,23
22,-0.5264849072960903,0.4148667692943881,0.3587553495287006,-0.002096716258147452,-0.10617628928514222,1,24
23,-0.21059396291843585,-0.39233375866162357,-0.12978575088848493,-0.007828384576349075,-0.15614074370322828,2,3
24,-1.0529698145921815,-0.03932118164839138,-2.917868410864416,-0.005321757123172142,-0.44128569641911075,2,4
25,0.10529698145921806,-0.930254122562006,0.31337079101301923,-0.011647982062602612,-0.11081789406170106,2,5
26,-1.7900486848067088,0.11164920934236028,0.2365231542946433,-0.004249765496482623,-0.11867731518036251,2,6
27,-1.0529698145921815,-0.6855919044243673,-0.5873214545059199,-0.009910715254921761,-0.20293419012670977,2,7
28,-1.0529698145921815,-0.0690132972668981,0.11621897873142042,-0.005532591175550572,-0.13098115715210468,2,8
29,-0.21059396291843585,0.0028047804263166124,-0.37211052056531735,-0.005022634372585283,-0.1809239705362462,2,9
30,0.31589094437765475,0.36614463489922583,0.0965071985071096,-0.00244267628225082,-0.13299713563104099,2,10
31,-1.4741577404290542,-0.17676304732348752,0.3399180648978205,-0.006297687093237029,-0.1081028306723385,2,11
32,0.31589094437765475,-0.390103008837107,0.2060960546376029,-0.007812544747642085,-0.12178917912096143,2,12
33,-0.7897273609441364,0.03277689907934342,-0.05425349967992538,-0.00480981210976053,-0.14841585071186525,2,13
34,0.10529698145921806,0.059813838512128154,0.39481061584199934,-0.004617831599588622,-0.10248881711810365,2,14
35,-0.5791333980256997,-0.20783254645321808,0.20637645987878123,-0.006518301497783075,-0.12176050129860527,2,15
36,-1.4741577404290542,-0.5906064806991723,0.37063703741830223,-0.009236254665512526,-0.10496111608382308,2,16
37,-1.0529698145921815,0.23057982139558653,0.03824838715366088,-0.0034052779155640035,-0.13895542598130128,2,17
38,-0.5791333980256997,-0.42313663680611996,0.4879884297067297,-0.008047105792026794,-0.09295926345384564,2,18
39,-1.4741577404290542,-1.3324750998303918,0.13495242767181762,-0.01450402235554322,-0.12906523532919822,2,19
40,-0.5791333980256997,-0.28884946038696746,0.33109722001723585,-0.00709357624395847,-0.10900496296292495,2,20
41,-0.21059396291843585,0.36889240887703867,0.19448076642084078,-0.0024231652332502834,-0.12297710688827468,2,21
42,0.473836416566482,0.14034254669189797,-0.36156560864144816,-0.004046023443629582,-0.17984551312352703,2,22
