,OS,RA_MMS,RA_rsFC,RA_MMS_o,RA_rsFC_o,Subject_left,Subject_right
0,-1.3221570290923421,1.5570465791317147,0.8373077786398689,-2.317688289464147,-0.07215796746280201,1,2
1,-1.739814405245047,-1.5896475998983859,1.3723870524723099,-7.0111319762661735,-0.03843771647153016,1,3
2,0.581387526977209,-1.0347116628799016,-3.096073133324324,-6.18341869305739,-0.32003636246347367,1,4
3,-0.09965259561522587,-0.7172314181863968,0.6454929610429607,-5.709881842838162,-0.08424597779982401,1,5
4,1.1228518378618906,0.42239487609294357,0.5592861416207429,-4.010075146704889,-0.08967865989056545,1,6
5,-1.739814405245047,0.41662752193086594,-0.9221201474050484,-4.0186774291135015,-0.18303565263710397,1,7
6,-0.8999696104477963,0.14016572766359398,-0.13134175845410226,-4.431033314090424,-0.13320145599010458,1,8
7,-0.848280613192515,-1.291745629314069,1.3261623681804062,-6.566797050920551,-0.041350757646067215,1,9
8,-0.09965259561522587,0.42856560596795895,1.2148383725274383,-4.000871210279208,-0.048366303301354274,1,10
9,1.540509214014595,-0.16758448404738058,0.7096953571495728,-4.890057358400973,-0.08019999617274653,1,11
10,1.1228518378618906,-0.1605781092271638,0.29944345664537325,-4.879607017886011,-0.10605372987385775,1,12
11,1.5405092140145953,-1.5612617930073263,-0.3820533558286981,-6.968793198308193,-0.14900109242405368,1,13
12,0.789850035033956,0.3270407941020796,0.79134979482432,-4.152300284792114,-0.07505420139504437,1,14
13,0.7898500350339558,0.18009844729176686,0.885960298673334,-4.37147176785416,-0.06909192609824699,1,15
14,-1.158372491245512,2.39236215109414,0.4603020473211073,-1.0717754759975142,-0.09591655522151532,1,16
15,-1.3221570290923421,-0.10897443840063173,-0.4534246705990813,-4.80263769412057,-0.15349885334534108,1,17
16,-0.09965259561522587,1.336739318128558,1.2432265605826813,-2.646287023399778,-0.0465773032910306,1,18
17,-0.09965259561522587,-0.34847610658939215,0.5858162021909517,-5.159865797197802,-0.08800675752956832,1,19
18,0.7204283091996847,1.2262989123049477,1.4096480444335144,-2.8110141293686355,-0.03608955973558259,1,20
19,-0.09965259561522587,0.9324930763449775,-0.23761204793295906,-3.2492394755498615,-0.13989852128376856,1,21
20,1.4116624900944779,-0.14566245588013454,1.0704369753126297,-4.857359613132582,-0.05746635930370747,1,22
21,1.1970091667982057,0.6924645245865847,0.36475878227889197,-3.6072534504731886,-0.10193761235324417,1,23
22,1.1970091667982055,-0.05522116000754513,-0.23416043239881065,-4.722462128665173,-0.13968100334235545,1,24
23,0.8472952666890954,-1.168788399604501,0.9393018581824298,-6.383400508170116,-0.06573038536423637,2,3
24,-2.065646086153617,-0.47454169050438544,-1.6749396427373338,-5.347898597745076,-0.23047771136591322,2,4
25,-1.3221570290923421,-0.38241276959004505,0.4253169020062134,-5.210483940445722,-0.09812128999386938,2,5
26,-0.8054658593687503,1.1985788554488412,0.7565298233237885,-2.852359909557922,-0.07724852705093688,2,6
27,0.8472952666890949,1.0740572494473644,-0.21216226804148958,-3.038089793781441,-0.13829469731303912,2,7
28,1.2865371362366405,0.8249144595567519,-0.2685947038967411,-3.4096980873731497,-0.14185102250474113,2,8
29,-0.9640937705575137,-0.745167319643519,0.4066414590825935,-5.751549565492248,-0.09929820088082486,2,9
