,OS,RA_MMS,RA_rsFC,RA_MMS_o,RA_rsFC_o,Subject_left,Subject_right
275,0.6852472926420263,0.6252437974944133,0.46760549992351413,-0.0330378510932503,-0.09545629771033926,23,24
276,0.3833869204667208,0.7122488335091115,0.8373077786398689,-0.019696257936437145,-0.07215796746280201,2,1
277,-1.054470526091799,0.049595211741842574,1.3723870524723099,-0.12130939931843843,-0.03843771647153016,3,1
278,0.8080263181797166,0.44130573842242876,-3.096073133324324,-0.06124342243256575,-0.32003636246347367,4,1
279,0.7924029187544064,0.5481242932005654,0.6454929610429607,-0.0448635694409768,-0.08424597779982401,5,1
280,0.8155809064598266,0.1073406230113417,0.5592861416207429,-0.11245455804579807,-0.08967865989056545,6,1
281,-0.30849793624361715,0.18504116481032384,-0.9221201474050484,-0.10053974179802538,-0.18303565263710397,7,1
282,0.006957522321758716,0.5554279221582351,-0.13134175845410226,-0.04374361075140065,-0.13320145599010458,8,1
283,-0.5273405468316154,0.43413139309933146,1.3261623681804062,-0.062343556411604384,-0.041350757646067215,9,1
284,-0.08120586838396937,0.1603003871139008,1.2148383725274383,-0.10433356116214898,-0.048366303301354274,10,1
285,1.0513603473102062,0.48635242646127635,0.7096953571495728,-0.05433583854541402,-0.08019999617274653,11,1
286,0.8479508306663914,0.694238552895689,0.29944345664537325,-0.022458004239762963,-0.10605372987385775,12,1
287,-1.9974064711387411,-3.1868234896856977,-0.3820533558286981,-0.6175908052850231,-0.14900109242405368,13,1
288,0.9506104588297363,0.4626782919204591,0.79134979482432,-0.05796609589430912,-0.07505420139504437,14,1
289,1.0449020916881555,0.6253869618697523,0.885960298673334,-0.03301589787148507,-0.06909192609824699,15,1
290,0.4071258212977648,0.5598349119568597,0.4603020473211073,-0.043067830731844725,-0.09591655522151532,16,1
291,0.4201260874547944,0.5792441992444556,-0.4534246705990813,-0.04009155687097232,-0.15349885334534108,17,1
292,0.696041169394744,0.5720874163159493,1.2432265605826813,-0.04118899778379059,-0.0465773032910306,18,1
293,0.6107750115067363,0.6267608805269305,0.5858162021909517,-0.032805217379938245,-0.08800675752956832,19,1
294,0.7702705898999791,0.6144429502867421,1.4096480444335144,-0.0346940829137774,-0.03608955973558259,20,1
295,-0.4169790395047927,0.3271479625082289,-0.23761204793295906,-0.07874869191692757,-0.13989852128376856,21,1
296,0.8725386861397206,-0.714945692956262,1.0704369753126297,-0.23854621881128701,-0.05746635930370747,22,1
297,0.19716259340830597,0.3431165558962193,0.36475878227889197,-0.07630002358658916,-0.10193761235324417,23,1
298,1.1713200042981242,0.6205328364369869,-0.23416043239881065,-0.033760242907387994,-0.13968100334235545,24,1
