,OS,RA_MMS,RA_rsFC,RA_MMS_o,RA_rsFC_o,Subject_left,Subject_right
334,-1.8129536210327202,-0.3359035218295911,-0.48802341733259663,-1.0396948989866948,-2.6416360729177852,17,3
335,-0.7885992969427742,-0.7660844306570067,1.180323010717468,-1.203540233669306,-0.6827550550031839,18,3
336,-0.7885992969427742,-0.6514546415631963,-0.1486607117943374,-1.1598805645085635,-2.2431749674242387,19,3
337,-1.3646891646788295,-0.38659951045295743,1.0703715743745719,-1.059003754988005,-0.8118540106656957,20,3
338,-2.049343080438093,-0.8508436048617616,-0.18081765846497586,-1.235822919813733,-2.280931893304932,21,3
339,-0.7885992969427742,-0.6740918213703823,1.1700800218061702,-1.1685025098940265,-0.6947818116813533,22,3
340,-2.002065188557018,-0.4830691663986138,-0.6616594505237662,-1.095746675793618,-2.8455099948595923,23,3
341,-1.3646891646788295,-0.29452275512458603,-1.528674766092271,-1.023933982053664,-3.8635119010304946,24,3
342,0.6857705165336954,-0.27836559836350594,-2.0005400838782346,-1.0177801181728736,-4.417550318041705,5,4
343,-1.08627491249028,-0.6113606864834159,-0.4100482814758137,-1.1446097624948188,-2.5500819382782014,6,4
344,0.8993965465148465,0.33622894637208983,0.522422773477092,-0.7836961623069707,-1.4552254872490533,7,4
345,-1.08627491249028,0.3074652726861246,-0.06598708292840251,-0.7946515386267253,-2.1461041195806776,8,4
346,-1.3226643718956523,0.8482386360634763,-1.4907132648186836,-0.5886842562768007,-3.818939584989824,9,4
347,0.28303291902824645,-1.5222250361047285,-3.7973695543800408,-1.491535604975748,-6.527289088729389,10,4
348,-0.6380104561363888,0.22571139579920915,-1.6558809510096621,-0.8257895808905014,-4.012870437606889,11,4
349,-1.08627491249028,-0.7350568390117174,-0.6925456508418898,-1.1917225866440695,-2.881774879958663,12,4
350,-1.3384236691893436,-1.4692499285980263,-0.052687835838713684,-1.471358688610626,-2.130488871908768,13,4
351,1.3248975734445163,-0.4622158883026578,-0.8224510164174222,-1.0878041747231388,-3.034302646657925,14,4
352,-0.061920588400333834,0.8443812692225046,-1.7806830512209724,-0.5901534324956509,-4.1594062295680025,15,4
353,0.6857705165336954,-0.3199601151095896,-0.025088122293121948,-1.0336224472427527,-2.0980827996114635,16,4
354,-1.08627491249028,0.1656318858492952,-0.43949170896660017,-0.8486723895259263,-2.5846527985290053,17,4
355,-0.061920588400333834,-0.1456413337611588,-2.841147418170986,-0.9672287080381217,-5.404545418687823,18,4
356,-0.061920588400333834,-0.29715305394966934,-0.64182349493192,-1.0249357982255758,-2.822219702011674,19,4
357,-0.6380104561363888,0.1443336632006655,-2.908634834963865,-0.856784359040151,-5.48378544790536,20,4
358,-1.3226643718956523,-0.3161243786549512,-0.7980239111895342,-1.0321615095063998,-3.00562167731666,21,4
359,-0.061920588400333834,-0.28209652460096407,-2.2794656308525902,-1.0192011362736506,-4.7450494214612,22,4
360,-1.2753864800145778,-0.3230017905086583,-0.09529841950463049,-1.0347809466404008,-2.180519885912846,23,4
361,-0.6380104561363888,0.21521643828166473,0.7712787155872975,-0.8297868522515875,-1.163032467262974,24,4
362,-0.4471478555794588,0.03009006486318349,-0.02633207303841248,-0.9002969376340564,-2.099543378458399,6,5
363,0.26026948960402535,0.38265721516852774,-0.8974890286585054,-0.7660127758907258,-3.1224081715835252,7,5
364,-0.4471478555794588,0.6412744637496214,-0.2972833301549555,-0.6675118225035427,-2.4176795073953845,8,5
365,-0.6835373149848311,-0.7836580576572136,0.8388139481383496,-1.2102335962485167,-1.083736295400559,9,5
366,-0.3560941378825748,-1.0938039721644695,-0.17230449732204786,-1.3283605519551278,-2.27093620566779,10,5
367,0.0011166007744320835,0.2542061829923911,0.8327873641679376,-0.814936616826841,-1.0908123802855827,11,5
368,-0.4471478555794588,-0.47710739761045884,0.09951495114913413,-1.0934759845975393,-1.9517806939839566,12,5
369,-0.6992966122785225,-2.7125342024624826,-0.38608744090407576,-1.944895109629891,-2.521948431363745,13,5
370,0.6857705165336954,-0.40735401724040465,0.39648682905819327,-1.06690863649479,-1.6030925769899174,14,5
371,0.5772064685104873,0.40440999141842293,0.8801786643410532,-0.7577276780823293,-1.0351681107486426,15,5
372,1.3248975734445163,-0.15272480406339514,-0.24757109183561038,-0.9699266277704217,-2.359310119380673,16,5
373,-0.4471478555794588,0.5741880757702335,-0.14490513693384008,-0.693063378757147,-2.238765377076637,17,5
374,0.5772064685104873,0.12545559174626641,0.6532393510500235,-0.8639745524498014,-1.3016278253200053,18,5
375,0.5772064685104873,0.17332722073478524,0.23599688945964664,-0.8457414256129886,-1.791531075709453,19,5
376,0.0011166007744320835,0.48444988455848215,0.6214946554918752,-0.7272424500994327,-1.3389007085190987,20,5
377,-0.6835373149848311,0.17422752886706583,0.2771174430755948,-0.8453985203742297,-1.743249573396671,21,5
378,0.5772064685104873,0.4060248597713906,1.0390513600239168,-0.757112614418808,-0.8486284912753508,22,5
379,-0.6362594231037566,0.16883955754280472,-0.22186225112413965,-0.8474506662197768,-2.3291242064218456,23,5
380,0.0011166007744320835,0.9395965536092383,-1.0787893719915256,-0.5538882709854194,-3.3352811067997092,24,5
381,-1.51177593941995,0.6252279823646456,0.5797358741004233,-0.6736235328538838,-1.3879315829368104,7,6
382,1.3248975734445163,0.9748760893437933,0.9589751996873018,-0.5404511629658388,-0.9426495338079957,8,6
383,1.0885081140391442,-0.8923909333324467,0.5691596084140369,-1.2516472760293613,-1.400349654954202,9,6
384,-2.12813956690655,-1.0177032872234004,-1.7064338005343953,-1.299375671552758,-4.0722268252674745,10,6
385,0.8766331170906254,0.1762991038843914,0.32606757375766704,-0.8446095083677252,-1.6857750104369733,11,6
386,1.3248975734445163,-0.8895850712922413,1.1705518539873117,-1.2505785921440076,-0.6942278121715755,12,6
387,1.0727488167454526,-3.0644601403332294,0.9243644127284182,-2.078935049317353,-0.9832876245839535,13,6
388,-1.08627491249028,-0.6601116960455785,1.1954855299728242,-1.1631778237776877,-0.6649520551862955,14,6
389,0.3005432493545702,0.40794630097034285,0.3123478581383121,-0.7563807846935572,-1.7018839492317488,15,6
390,-0.4471478555794588,-0.05873157687085865,1.1450005978900255,-0.9341269178083083,-0.7242286979056904,16,6
391,1.3248975734445163,0.6018398091787366,1.1548743589953125,-0.6825315131585084,-0.7126354682985899,17,6
